Year,Spol,Uzrok smrti (prema šiframa bolesti po MKB-10),UNIT_MEASURE,Value
2018,M,(G00-G99) Bolesti nervnog sistema,Broj,171
2018,M,(I00-I99) Bolesti cirkulacijskog sistema,Broj,8577
2018,M,(J00-J99) Bolesti respiratornog sistema,Broj,990
2018,M,(K00-K93) Bolesti digestivnog sistema,Broj,610
2018,M,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,21
2018,M,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,13
2018,M,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,337
2018,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,67
2018,M,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,12
2018,M,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,1301
2018,M,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,773
2018,M,(V01-Y98) Vanjski uzroci smrtnosti,Broj,9
2018,M,(Z00-Z99) Faktori koji utječu na zdravstveno stanje i kontakt sa zdravstvenom službom,Broj,1
2018,M,Nepoznato,Broj,247
2018,M,Ukupno,Broj,19007
2018,Ž,(A00-B99) Zarazne i parazitarne bolesti,Broj,200
2018,Ž,"(C00-C97,D00-D48) Neoplazme",Broj,3275
2018,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,45
2018,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,1205
2018,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,115
2018,Ž,(G00-G99) Bolesti nervnog sistema,Broj,166
2018,Ž,(I00-I99) Bolesti cirkulacijskog sistema,Broj,10241
2018,Ž,(J00-J99) Bolesti respiratornog sistema,Broj,866
2018,Ž,(K00-K93) Bolesti digestivnog sistema,Broj,442
2018,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,19
2018,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,40
2018,Ž,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,294
2018,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",Broj,1
2018,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,67
2018,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,14
2018,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,1280
2018,Ž,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,242
2018,Ž,(V01-Y98) Vanjski uzroci smrtnosti,Broj,2
2018,Ž,Nepoznato,Broj,223
2018,Ž,Ukupno,Broj,18737
2019,Oba spola,(A00-B99) Zarazne i parazitarne bolesti,Broj,451
2019,Oba spola,"(C00-C97,D00-D48) Neoplazme",Broj,8053
2019,Oba spola,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,90
2019,Oba spola,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,1925
2019,Oba spola,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,290
2019,Oba spola,(G00-G99) Bolesti nervnog sistema,Broj,388
2019,Oba spola,"(H00-H93) Bolesti oka, uha i adneksa",Broj,9
2019,Oba spola,(I00-I99) Bolesti cirkulacijskog sistema,Broj,18939
2019,Oba spola,(J00-J99) Bolesti respiratornog sistema,Broj,1946
2019,Oba spola,(K00-K93) Bolesti digestivnog sistema,Broj,1043
2019,Oba spola,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,43
2019,Oba spola,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,57
2019,Oba spola,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,600
2019,Oba spola,"(O00-O99) Trudnoća, porođaj i postporođajni period",Broj,3
2019,Oba spola,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,130
2019,Oba spola,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,30
2019,Oba spola,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,3312
2019,Oba spola,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,918
2019,Oba spola,(V01-Y98) Vanjski uzroci smrtnosti,Broj,9
2019,Oba spola,(Z00-Z99) Faktori koji utječu na zdravstveno stanje i kontakt sa zdravstvenom službom,Broj,10
2019,Oba spola,Nepoznato,Broj,583
2019,Oba spola,Ukupno,Broj,38829
2019,M,(A00-B99) Zarazne i parazitarne bolesti,Broj,241
2019,M,"(C00-C97,D00-D48) Neoplazme",Broj,4606
2019,M,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,30
2019,M,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,806
2019,M,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,153
2019,M,(G00-G99) Bolesti nervnog sistema,Broj,202
2019,M,"(H00-H93) Bolesti oka, uha i adneksa",Broj,3
2019,M,(I00-I99) Bolesti cirkulacijskog sistema,Broj,8848
2019,M,(J00-J99) Bolesti respiratornog sistema,Broj,1076
2019,M,(K00-K93) Bolesti digestivnog sistema,Broj,603
2019,M,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,17
2019,M,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,15
2019,M,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,314
2019,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,70
2019,M,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,11
2019,M,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,1727
2019,M,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,701
2019,M,(V01-Y98) Vanjski uzroci smrtnosti,Broj,8
2019,M,(Z00-Z99) Faktori koji utječu na zdravstveno stanje i kontakt sa zdravstvenom službom,Broj,7
2019,M,Nepoznato,Broj,349
2019,M,Ukupno,Broj,19787
2019,Ž,(A00-B99) Zarazne i parazitarne bolesti,Broj,210
2019,Ž,"(C00-C97,D00-D48) Neoplazme",Broj,3447
2019,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,60
2019,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,1119
2019,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,137
2019,Ž,(G00-G99) Bolesti nervnog sistema,Broj,186
2019,Ž,"(H00-H93) Bolesti oka, uha i adneksa",Broj,6
2019,Ž,(I00-I99) Bolesti cirkulacijskog sistema,Broj,10091
2019,Ž,(J00-J99) Bolesti respiratornog sistema,Broj,870
2019,Ž,(K00-K93) Bolesti digestivnog sistema,Broj,440
2019,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,26
2019,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,42
2019,Ž,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,286
2019,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",Broj,3
2019,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,60
2019,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,19
2019,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,1585
2019,Ž,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,217
2019,Ž,(V01-Y98) Vanjski uzroci smrtnosti,Broj,1
2019,Ž,(Z00-Z99) Faktori koji utječu na zdravstveno stanje i kontakt sa zdravstvenom službom,Broj,3
2019,Ž,Nepoznato,Broj,234
2019,Ž,Ukupno,Broj,19042
