Year,Municipality,AGE,UNIT_MEASURE,Sex,Value
2013,Kotor Varoš,0-4,Number,F,444
2013,Kozarska Dubica,0-4,Number,Both sexes,800
2013,Kozarska Dubica,0-4,Number,M,408
2013,Kozarska Dubica,0-4,Number,F,392
2013,Kreševo,0-4,Number,Both sexes,240
2013,Kreševo,0-4,Number,M,127
2013,Kreševo,0-4,Number,F,113
2013,Krupa Na Uni,0-4,Number,Both sexes,49
2013,Krupa Na Uni,0-4,Number,M,27
2013,Krupa Na Uni,0-4,Number,F,22
2013,Kupres - FBiH,0-4,Number,Both sexes,164
2013,Kupres - FBiH,0-4,Number,M,86
2013,Kupres - FBiH,0-4,Number,F,78
2013,Kupres - RS,0-4,Number,Both sexes,6
2013,Kupres - RS,0-4,Number,M,6
2013,Kupres - RS,0-4,Number,F,-
2013,Laktaši,0-4,Number,Both sexes,1687
2013,Laktaši,0-4,Number,M,855
2013,Laktaši,0-4,Number,F,832
2013,Livno,0-4,Number,Both sexes,1334
2013,Livno,0-4,Number,M,686
2013,Livno,0-4,Number,F,648
2013,Lopare,0-4,Number,Both sexes,517
2013,Lopare,0-4,Number,M,255
2013,Lopare,0-4,Number,F,262
2013,Lukavac,0-4,Number,Both sexes,1968
2013,Lukavac,0-4,Number,M,1019
2013,Lukavac,0-4,Number,F,949
2013,Ljubinje,0-4,Number,Both sexes,155
2013,Ljubinje,0-4,Number,M,73
2013,Ljubinje,0-4,Number,F,82
2013,Ljubuški,0-4,Number,Both sexes,1352
2013,Ljubuški,0-4,Number,M,683
2013,Ljubuški,0-4,Number,F,669
2013,Maglaj,0-4,Number,Both sexes,1215
2013,Maglaj,0-4,Number,M,633
2013,Maglaj,0-4,Number,F,582
2013,Milići,0-4,Number,Both sexes,489
2013,Milići,0-4,Number,M,247
2013,Milići,0-4,Number,F,242
2013,Modriča,0-4,Number,Both sexes,1001
2013,Modriča,0-4,Number,M,514
2013,Modriča,0-4,Number,F,487
2013,Mostar,0-4,Number,Both sexes,5335
2013,Mostar,0-4,Number,M,2750
2013,Mostar,0-4,Number,F,2585
2013,Mrkonjić Grad,0-4,Number,Both sexes,681
2013,Mrkonjić Grad,0-4,Number,M,337
2013,Mrkonjić Grad,0-4,Number,F,344
2013,Neum,0-4,Number,Both sexes,206
2013,Neum,0-4,Number,M,105
2013,Neum,0-4,Number,F,101
2013,Nevesinje,0-4,Number,Both sexes,561
2013,Nevesinje,0-4,Number,M,301
2013,Nevesinje,0-4,Number,F,260
2013,Novi Grad,0-4,Number,Both sexes,981
2013,Novi Grad,0-4,Number,M,496
2013,Novi Grad,0-4,Number,F,485
2013,Sarajevo - Novi Grad,0-4,Number,Both sexes,6754
2013,Sarajevo - Novi Grad,0-4,Number,M,3488
2013,Sarajevo - Novi Grad,0-4,Number,F,3266
2013,Novi Travnik,0-4,Number,Both sexes,1318
2013,Novi Travnik,0-4,Number,M,685
2013,Novi Travnik,0-4,Number,F,633
2013,Novo Goražde,0-4,Number,Both sexes,103
2013,Novo Goražde,0-4,Number,M,50
2013,Novo Goražde,0-4,Number,F,53
2013,Sarajevo - Novo Sarajevo,0-4,Number,Both sexes,3295
2013,Sarajevo - Novo Sarajevo,0-4,Number,M,1645
2013,Sarajevo - Novo Sarajevo,0-4,Number,F,1650
2013,Odžak,0-4,Number,Both sexes,693
2013,Odžak,0-4,Number,M,344
2013,Odžak,0-4,Number,F,349
2013,Olovo,0-4,Number,Both sexes,417
2013,Olovo,0-4,Number,M,224
2013,Olovo,0-4,Number,F,193
2013,Orašje,0-4,Number,Both sexes,726
2013,Orašje,0-4,Number,M,369
2013,Orašje,0-4,Number,F,357
2013,Osmaci,0-4,Number,Both sexes,275
2013,Osmaci,0-4,Number,M,148
2013,Osmaci,0-4,Number,F,127
2013,Oštra Luka,0-4,Number,Both sexes,107
2013,Oštra Luka,0-4,Number,M,55
2013,Oštra Luka,0-4,Number,F,52
2013,Pale - FBiH,0-4,Number,Both sexes,35
2013,Pale - FBiH,0-4,Number,M,18
2013,Pale - FBiH,0-4,Number,F,17
2013,Pale - RS,0-4,Number,Both sexes,904
2013,Pale - RS,0-4,Number,M,462
2013,Pale - RS,0-4,Number,F,442
2013,Pelagićevo,0-4,Number,Both sexes,133
2013,Pelagićevo,0-4,Number,M,65
2013,Pelagićevo,0-4,Number,F,68
2013,Petrovac,0-4,Number,Both sexes,13
2013,Petrovac,0-4,Number,M,8
2013,Petrovac,0-4,Number,F,5
2013,Petrovo,0-4,Number,Both sexes,264
2013,Petrovo,0-4,Number,M,146
2013,Petrovo,0-4,Number,F,118
2013,Posušje,0-4,Number,Both sexes,1237
2013,Posušje,0-4,Number,M,642
2013,Posušje,0-4,Number,F,595
2013,Prijedor,0-4,Number,Both sexes,3468
2013,Prijedor,0-4,Number,M,1805
2013,Prijedor,0-4,Number,F,1663
2013,Prnjavor,0-4,Number,Both sexes,1600
2013,Prnjavor,0-4,Number,M,812
2013,Prnjavor,0-4,Number,F,788
2013,Prozor,0-4,Number,Both sexes,687
2013,Prozor,0-4,Number,M,341
2013,Prozor,0-4,Number,F,346
2013,Ravno,0-4,Number,Both sexes,118
2013,Ravno,0-4,Number,M,60
2013,Ravno,0-4,Number,F,58
2013,Ribnik,0-4,Number,Both sexes,245
2013,Ribnik,0-4,Number,M,121
2013,Ribnik,0-4,Number,F,124
2013,Rogatica,0-4,Number,Both sexes,514
2013,Rogatica,0-4,Number,M,252
2013,Rogatica,0-4,Number,F,262
2013,Rudo,0-4,Number,Both sexes,289
2013,Rudo,0-4,Number,M,153
2013,Rudo,0-4,Number,F,136
2013,Sanski Most,0-4,Number,Both sexes,1681
2013,Sanski Most,0-4,Number,M,850
2013,Sanski Most,0-4,Number,F,831
2013,Sapna,0-4,Number,Both sexes,651
2013,Sapna,0-4,Number,M,321
2013,Sapna,0-4,Number,F,330
2013,Sokolac,0-4,Number,Both sexes,508
2013,Sokolac,0-4,Number,M,264
2013,Sokolac,0-4,Number,F,244
2013,Srbac,0-4,Number,Both sexes,836
2013,Srbac,0-4,Number,M,412
2013,Srbac,0-4,Number,F,424
2013,Srebrenica,0-4,Number,Both sexes,526
2013,Srebrenica,0-4,Number,M,265
2013,Srebrenica,0-4,Number,F,261
2013,Srebrenik,0-4,Number,Both sexes,2214
2013,Srebrenik,0-4,Number,M,1129
2013,Srebrenik,0-4,Number,F,1085
2013,Sarajevo - Stari Grad,0-4,Number,Both sexes,1623
2013,Sarajevo - Stari Grad,0-4,Number,M,835
2013,Sarajevo - Stari Grad,0-4,Number,F,788
2013,Stolac,0-4,Number,Both sexes,650
2013,Stolac,0-4,Number,M,337
2013,Stolac,0-4,Number,F,313
2013,Šamac,0-4,Number,Both sexes,584
2013,Šamac,0-4,Number,M,289
2013,Šamac,0-4,Number,F,295
2013,Šekovići,0-4,Number,Both sexes,249
2013,Šekovići,0-4,Number,M,130
2013,Šekovići,0-4,Number,F,119
2013,Šipovo,0-4,Number,Both sexes,431
2013,Šipovo,0-4,Number,M,234
2013,Šipovo,0-4,Number,F,197
2013,Široki Brijeg,0-4,Number,Both sexes,1623
2013,Široki Brijeg,0-4,Number,M,861
2013,Široki Brijeg,0-4,Number,F,762
2013,Teočak,0-4,Number,Both sexes,351
2013,Teočak,0-4,Number,M,192
2013,Teočak,0-4,Number,F,159
2013,Teslić,0-4,Number,Both sexes,1969
2013,Teslić,0-4,Number,M,1048
2013,Teslić,0-4,Number,F,921
2013,Tešanj,0-4,Number,Both sexes,2689
2013,Tešanj,0-4,Number,M,1388
2013,Tešanj,0-4,Number,F,1301
2013,Tomislavgrad,0-4,Number,Both sexes,1490
2013,Tomislavgrad,0-4,Number,M,755
2013,Tomislavgrad,0-4,Number,F,735
2013,Travnik,0-4,Number,Both sexes,2797
2013,Travnik,0-4,Number,M,1463
2013,Travnik,0-4,Number,F,1334
2013,Trebinje,0-4,Number,Both sexes,1415
2013,Trebinje,0-4,Number,M,753
2013,Trebinje,0-4,Number,F,662
2013,Trnovo - FBiH,0-4,Number,Both sexes,40
2013,Trnovo - FBiH,0-4,Number,M,12
2013,Trnovo - FBiH,0-4,Number,F,28
2013,Trnovo - RS,0-4,Number,Both sexes,66
2013,Trnovo - RS,0-4,Number,M,30
2013,Trnovo - RS,0-4,Number,F,36
2013,Tuzla,0-4,Number,Both sexes,5105
2013,Tuzla,0-4,Number,M,2666
2013,Tuzla,0-4,Number,F,2439
2013,Ugljevik,0-4,Number,Both sexes,675
2013,Ugljevik,0-4,Number,M,368
2013,Ugljevik,0-4,Number,F,307
2013,Usora,0-4,Number,Both sexes,251
2013,Usora,0-4,Number,M,121
2013,Usora,0-4,Number,F,130
2013,Vareš,0-4,Number,Both sexes,256
2013,Vareš,0-4,Number,M,128
2013,Vareš,0-4,Number,F,128
2013,Velika Kladuša,0-4,Number,Both sexes,2756
2013,Velika Kladuša,0-4,Number,M,1433
2013,Velika Kladuša,0-4,Number,F,1323
2013,Visoko,0-4,Number,Both sexes,2309
2013,Visoko,0-4,Number,M,1178
2013,Visoko,0-4,Number,F,1131
2013,Višegrad,0-4,Number,Both sexes,344
2013,Višegrad,0-4,Number,M,164
2013,Višegrad,0-4,Number,F,180
2013,Vitez,0-4,Number,Both sexes,1447
2013,Vitez,0-4,Number,M,757
2013,Vitez,0-4,Number,F,690
2013,Vlasenica,0-4,Number,Both sexes,499
2013,Vlasenica,0-4,Number,M,268
2013,Vlasenica,0-4,Number,F,231
2013,Sarajevo - Vogošća,0-4,Number,Both sexes,1600
2013,Sarajevo - Vogošća,0-4,Number,M,837
2013,Sarajevo - Vogošća,0-4,Number,F,763
2013,Vukosavlje,0-4,Number,Both sexes,207
2013,Vukosavlje,0-4,Number,M,107
2013,Vukosavlje,0-4,Number,F,100
2013,Zavidovići,0-4,Number,Both sexes,2005
2013,Zavidovići,0-4,Number,M,1013
2013,Zavidovići,0-4,Number,F,992
2013,Zenica,0-4,Number,Both sexes,6072
2013,Zenica,0-4,Number,M,3104
2013,Zenica,0-4,Number,F,2968
2013,Zvornik,0-4,Number,Both sexes,3061
2013,Zvornik,0-4,Number,M,1545
2013,Zvornik,0-4,Number,F,1516
2013,Žepče,0-4,Number,Both sexes,1657
2013,Žepče,0-4,Number,M,878
2013,Žepče,0-4,Number,F,779
2013,Živinice,0-4,Number,Both sexes,3389
2013,Živinice,0-4,Number,M,1778
2013,Živinice,0-4,Number,F,1611
2013,Banja Luka,5-9,Number,Both sexes,8736
2013,Banja Luka,5-9,Number,M,4460
2013,Banja Luka,5-9,Number,F,4276
2013,Banovići,5-9,Number,Both sexes,1212
2013,Banovići,5-9,Number,M,623
2013,Banovići,5-9,Number,F,589
2013,Berkovići,5-9,Number,Both sexes,130
2013,Berkovići,5-9,Number,M,73
2013,Berkovići,5-9,Number,F,57
2013,Bihać,5-9,Number,Both sexes,2806
2013,Bihać,5-9,Number,M,1416
2013,Bihać,5-9,Number,F,1390
2013,Bijeljina,5-9,Number,Both sexes,5136
2013,Bijeljina,5-9,Number,M,2659
2013,Bijeljina,5-9,Number,F,2477
2013,Bileća,5-9,Number,Both sexes,483
2013,Bileća,5-9,Number,M,263
2013,Bileća,5-9,Number,F,220
2013,Bosanska Krupa,5-9,Number,Both sexes,1495
2013,Bosanska Krupa,5-9,Number,M,748
2013,Bosanska Krupa,5-9,Number,F,747
2013,Bosanski Petrovac,5-9,Number,Both sexes,324
2013,Bosanski Petrovac,5-9,Number,M,158
2013,Bosanski Petrovac,5-9,Number,F,166
2013,Bosansko Grahovo,5-9,Number,Both sexes,49
2013,Bosansko Grahovo,5-9,Number,M,29
2013,Bosansko Grahovo,5-9,Number,F,20
2013,Bratunac,5-9,Number,Both sexes,1096
2013,Bratunac,5-9,Number,M,559
2013,Bratunac,5-9,Number,F,537
2013,Brčko,5-9,Number,Both sexes,4312
2013,Brčko,5-9,Number,M,2235
2013,Brčko,5-9,Number,F,2077
2013,Breza,5-9,Number,Both sexes,661
2013,Breza,5-9,Number,M,343
2013,Breza,5-9,Number,F,318
2013,Brod,5-9,Number,Both sexes,731
2013,Brod,5-9,Number,M,392
2013,Brod,5-9,Number,F,339
2013,Bugojno,5-9,Number,Both sexes,1681
2013,Bugojno,5-9,Number,M,893
2013,Bugojno,5-9,Number,F,788
2013,Busovača,5-9,Number,Both sexes,1079
2013,Busovača,5-9,Number,M,573
2013,Busovača,5-9,Number,F,506
2013,Bužim,5-9,Number,Both sexes,1345
2013,Bužim,5-9,Number,M,675
2013,Bužim,5-9,Number,F,670
2013,Cazin,5-9,Number,Both sexes,4192
2013,Cazin,5-9,Number,M,2147
2013,Cazin,5-9,Number,F,2045
2013,Sarajevo - Centar,5-9,Number,Both sexes,2432
2013,Sarajevo - Centar,5-9,Number,M,1271
2013,Sarajevo - Centar,5-9,Number,F,1161
2013,Čajniče,5-9,Number,Both sexes,212
2013,Čajniče,5-9,Number,M,99
2013,Čajniče,5-9,Number,F,113
2013,Čapljina,5-9,Number,Both sexes,1359
2013,Čapljina,5-9,Number,M,703
2013,Čapljina,5-9,Number,F,656
2013,Čelić,5-9,Number,Both sexes,573
2013,Čelić,5-9,Number,M,287
2013,Čelić,5-9,Number,F,286
2013,Čelinac,5-9,Number,Both sexes,741
2013,Čelinac,5-9,Number,M,382
2013,Čelinac,5-9,Number,F,359
2013,Čitluk,5-9,Number,Both sexes,1090
2013,Čitluk,5-9,Number,M,550
2013,Čitluk,5-9,Number,F,540
2013,Derventa,5-9,Number,Both sexes,1223
2013,Derventa,5-9,Number,M,637
2013,Derventa,5-9,Number,F,586
2013,Doboj,5-9,Number,Both sexes,3311
2013,Doboj,5-9,Number,M,1647
2013,Doboj,5-9,Number,F,1664
2013,Doboj-Istok,5-9,Number,Both sexes,570
2013,Doboj-Istok,5-9,Number,M,291
2013,Doboj-Istok,5-9,Number,F,279
2013,Doboj-Jug,5-9,Number,Both sexes,288
2013,Doboj-Jug,5-9,Number,M,155
2013,Doboj-Jug,5-9,Number,F,133
2013,Dobretići,5-9,Number,Both sexes,54
2013,Dobretići,5-9,Number,M,30
2013,Dobretići,5-9,Number,F,24
2013,Domaljevac-Šamac,5-9,Number,Both sexes,237
2013,Domaljevac-Šamac,5-9,Number,M,109
2013,Domaljevac-Šamac,5-9,Number,F,128
2013,Donji Vakuf,5-9,Number,Both sexes,861
2013,Donji Vakuf,5-9,Number,M,426
2013,Donji Vakuf,5-9,Number,F,435
2013,Donji Žabar,5-9,Number,Both sexes,185
2013,Donji Žabar,5-9,Number,M,103
2013,Donji Žabar,5-9,Number,F,82
2013,Drvar,5-9,Number,Both sexes,250
2013,Drvar,5-9,Number,M,130
2013,Drvar,5-9,Number,F,120
2013,Foča - FBiH,5-9,Number,Both sexes,71
2013,Foča - FBiH,5-9,Number,M,37
2013,Foča - FBiH,5-9,Number,F,34
2013,Foča - RS,5-9,Number,Both sexes,755
2013,Foča - RS,5-9,Number,M,393
2013,Foča - RS,5-9,Number,F,362
2013,Fojnica,5-9,Number,Both sexes,635
2013,Fojnica,5-9,Number,M,331
2013,Fojnica,5-9,Number,F,304
2013,Gacko,5-9,Number,Both sexes,443
2013,Gacko,5-9,Number,M,240
2013,Gacko,5-9,Number,F,203
2013,Glamoč,5-9,Number,Both sexes,181
2013,Glamoč,5-9,Number,M,101
2013,Glamoč,5-9,Number,F,80
2013,Goražde,5-9,Number,Both sexes,845
2013,Goražde,5-9,Number,M,458
2013,Goražde,5-9,Number,F,387
2013,Gornji Vakuf-Uskoplje,5-9,Number,Both sexes,1231
2013,Gornji Vakuf-Uskoplje,5-9,Number,M,619
2013,Gornji Vakuf-Uskoplje,5-9,Number,F,612
2013,Gračanica,5-9,Number,Both sexes,2518
2013,Gračanica,5-9,Number,M,1287
2013,Gračanica,5-9,Number,F,1231
2013,Gradačac,5-9,Number,Both sexes,2243
2013,Gradačac,5-9,Number,M,1188
2013,Gradačac,5-9,Number,F,1055
2013,Gradiška,5-9,Number,Both sexes,2295
2013,Gradiška,5-9,Number,M,1168
2013,Gradiška,5-9,Number,F,1127
2013,Grude,5-9,Number,Both sexes,952
2013,Grude,5-9,Number,M,482
2013,Grude,5-9,Number,F,470
2013,Sarajevo - Hadžići,5-9,Number,Both sexes,1339
2013,Sarajevo - Hadžići,5-9,Number,M,704
2013,Sarajevo - Hadžići,5-9,Number,F,635
2013,Han Pijesak,5-9,Number,Both sexes,130
2013,Han Pijesak,5-9,Number,M,67
2013,Han Pijesak,5-9,Number,F,63
2013,Sarajevo - Ilidža,5-9,Number,Both sexes,3664
2013,Sarajevo - Ilidža,5-9,Number,M,1896
2013,Sarajevo - Ilidža,5-9,Number,F,1768
2013,Sarajevo - Ilijaš,5-9,Number,Both sexes,1128
2013,Sarajevo - Ilijaš,5-9,Number,M,564
2013,Sarajevo - Ilijaš,5-9,Number,F,564
2013,Istočna Ilidža,5-9,Number,Both sexes,683
2013,Istočna Ilidža,5-9,Number,M,325
2013,Istočna Ilidža,5-9,Number,F,358
2013,Istočni Drvar,5-9,Number,Both sexes,1
2013,Istočni Drvar,5-9,Number,M,1
2013,Istočni Drvar,5-9,Number,F,0
2013,Municipality,AGE,Number,Both sexes,16
2013,Banja Luka,Total,Number,M,7
2013,Banja Luka,Total,Number,F,9
2013,Banja Luka,Total,Number,Both sexes,44
2013,Banovići,Total,Number,M,24
2013,Banovići,Total,Number,F,20
2013,Banovići,Total,Number,Both sexes,497
2013,Berkovići,Total,Number,M,248
2013,Berkovići,Total,Number,F,249
2013,Berkovići,Total,Number,Both sexes,421
2013,Bihać,Total,Number,M,218
2013,Bihać,Total,Number,F,203
2013,Bihać,Total,Number,Both sexes,1534
2013,Bijeljina,Total,Number,M,732
2013,Bijeljina,Total,Number,F,802
2013,Bijeljina,Total,Number,Both sexes,55
2013,Bileća,Total,Number,M,25
2013,Bileća,Total,Number,F,30
2013,Bileća,Total,Number,Both sexes,2134
2013,Bosanska Krupa,Total,Number,M,1077
2013,Bosanska Krupa,Total,Number,F,1057
2013,Bosanska Krupa,Total,Number,Both sexes,1900
2013,Bosanski Petrovac,Total,Number,M,981
2013,Bosanski Petrovac,Total,Number,F,919
2013,Bosanski Petrovac,Total,Number,Both sexes,67
2013,Bosansko Grahovo,Total,Number,M,31
2013,Bosansko Grahovo,Total,Number,F,36
2013,Bosansko Grahovo,Total,Number,Both sexes,1147
2013,Bratunac,Total,Number,M,596
2013,Bratunac,Total,Number,F,551
2013,Bratunac,Total,Number,Both sexes,602
2013,Brčko,Total,Number,M,315
2013,Brčko,Total,Number,F,287
2013,Brčko,Total,Number,Both sexes,809
2013,Breza,Total,Number,M,419
2013,Breza,Total,Number,F,390
2013,Breza,Total,Number,Both sexes,420
2013,Brod,Total,Number,M,216
2013,Brod,Total,Number,F,204
2013,Brod,Total,Number,Both sexes,1237
2013,Bugojno,Total,Number,M,607
2013,Bugojno,Total,Number,F,630
2013,Bugojno,Total,Number,Both sexes,245
2013,Busovača,Total,Number,M,135
2013,Busovača,Total,Number,F,110
2013,Busovača,Total,Number,Both sexes,981
2013,Bužim,Total,Number,M,494
2013,Bužim,Total,Number,F,487
2013,Bužim,Total,Number,Both sexes,834
2013,Cazin,Total,Number,M,412
2013,Cazin,Total,Number,F,422
2013,Cazin,Total,Number,Both sexes,270
2013,Sarajevo - Centar,Total,Number,M,147
2013,Sarajevo - Centar,Total,Number,F,123
2013,Sarajevo - Centar,Total,Number,Both sexes,57
2013,Čajniče,Total,Number,M,29
2013,Čajniče,Total,Number,F,28
2013,Čajniče,Total,Number,Both sexes,216
2013,Čapljina,Total,Number,M,114
2013,Čapljina,Total,Number,F,102
2013,Čapljina,Total,Number,Both sexes,8
2013,Čelić,Total,Number,M,5
2013,Čelić,Total,Number,F,3
2013,Čelić,Total,Number,Both sexes,1873
2013,Čelinac,Total,Number,M,947
2013,Čelinac,Total,Number,F,926
2013,Čelinac,Total,Number,Both sexes,1465
2013,Čitluk,Total,Number,M,774
2013,Čitluk,Total,Number,F,691
2013,Čitluk,Total,Number,Both sexes,630
2013,Derventa,Total,Number,M,320
2013,Derventa,Total,Number,F,310
2013,Derventa,Total,Number,Both sexes,1892
2013,Doboj,Total,Number,M,983
2013,Doboj,Total,Number,F,909
2013,Doboj,Total,Number,Both sexes,135
2013,Doboj-Istok,Total,Number,M,64
2013,Doboj-Istok,Total,Number,F,71
2013,Doboj-Istok,Total,Number,Both sexes,1573
2013,Doboj-Jug,Total,Number,M,831
2013,Doboj-Jug,Total,Number,F,742
2013,Doboj-Jug,Total,Number,Both sexes,1178
2013,Dobretići,Total,Number,M,621
2013,Dobretići,Total,Number,F,557
2013,Dobretići,Total,Number,Both sexes,580
2013,Domaljevac-Šamac,Total,Number,M,304
2013,Domaljevac-Šamac,Total,Number,F,276
2013,Domaljevac-Šamac,Total,Number,Both sexes,1128
2013,Donji Vakuf,Total,Number,M,573
2013,Donji Vakuf,Total,Number,F,555
2013,Donji Vakuf,Total,Number,Both sexes,4889
2013,Donji Žabar,Total,Number,M,2503
2013,Donji Žabar,Total,Number,F,2386
2013,Donji Žabar,Total,Number,Both sexes,741
2013,Drvar,Total,Number,M,401
2013,Drvar,Total,Number,F,340
2013,Drvar,Total,Number,Both sexes,237
2013,Foča - FBiH,Total,Number,M,121
2013,Foča - FBiH,Total,Number,F,116
2013,Foča - FBiH,Total,Number,Both sexes,669
2013,Foča - RS,Total,Number,M,342
2013,Foča - RS,Total,Number,F,327
2013,Foča - RS,Total,Number,Both sexes,1074
2013,Fojnica,Total,Number,M,562
2013,Fojnica,Total,Number,F,512
2013,Fojnica,Total,Number,Both sexes,6046
2013,Gacko,Total,Number,M,3071
2013,Gacko,Total,Number,F,2975
2013,Gacko,Total,Number,Both sexes,1345
2013,Glamoč,Total,Number,M,689
2013,Glamoč,Total,Number,F,656
2013,Glamoč,Total,Number,Both sexes,110
2013,Goražde,Total,Number,M,50
2013,Goražde,Total,Number,F,60
2013,Goražde,Total,Number,Both sexes,2736
2013,Gornji Vakuf-Uskoplje,Total,Number,M,1414
2013,Gornji Vakuf-Uskoplje,Total,Number,F,1322
2013,Gornji Vakuf-Uskoplje,Total,Number,Both sexes,823
2013,Gračanica,Total,Number,M,440
2013,Gračanica,Total,Number,F,383
2013,Gračanica,Total,Number,Both sexes,446
2013,Gradačac,Total,Number,M,233
2013,Gradačac,Total,Number,F,213
2013,Gradačac,Total,Number,Both sexes,927
2013,Gradiška,Total,Number,M,475
2013,Gradiška,Total,Number,F,452
2013,Gradiška,Total,Number,Both sexes,271
2013,Grude,Total,Number,M,144
2013,Grude,Total,Number,F,127
2013,Grude,Total,Number,Both sexes,135
2013,Sarajevo - Hadžići,Total,Number,M,69
2013,Sarajevo - Hadžići,Total,Number,F,66
2013,Sarajevo - Hadžići,Total,Number,Both sexes,42
2013,Han Pijesak,Total,Number,M,25
2013,Han Pijesak,Total,Number,F,17
2013,Han Pijesak,Total,Number,Both sexes,900
2013,Sarajevo - Ilidža,Total,Number,M,451
2013,Sarajevo - Ilidža,Total,Number,F,449
2013,Sarajevo - Ilidža,Total,Number,Both sexes,193
2013,Sarajevo - Ilijaš,Total,Number,M,100
2013,Sarajevo - Ilijaš,Total,Number,F,93
2013,Sarajevo - Ilijaš,Total,Number,Both sexes,18
2013,Istočna Ilidža,Total,Number,M,10
2013,Istočna Ilidža,Total,Number,F,8
2013,Istočna Ilidža,Total,Number,Both sexes,230
2013,Istočni Drvar,Total,Number,M,110
2013,Istočni Drvar,Total,Number,F,120
2013,Istočni Drvar,Total,Number,Both sexes,1332
2013,Istočni Mostar,Total,Number,M,685
2013,Istočni Mostar,Total,Number,F,647
2013,Istočni Mostar,Total,Number,Both sexes,3708
2013,Istočni Stari Grad,Total,Number,M,1924
2013,Istočni Stari Grad,Total,Number,F,1784
2013,Istočni Stari Grad,Total,Number,Both sexes,1633
2013,Istočno Novo Sarajevo,Total,Number,M,836
2013,Istočno Novo Sarajevo,Total,Number,F,797
2013,Istočno Novo Sarajevo,Total,Number,Both sexes,821
2013,Jablanica,Total,Number,M,436
2013,Jablanica,Total,Number,F,385
2013,Jablanica,Total,Number,Both sexes,136
2013,Jajce,Total,Number,M,74
2013,Jajce,Total,Number,F,62
2013,Jajce,Total,Number,Both sexes,249
2013,Jezero,Total,Number,M,135
2013,Jezero,Total,Number,F,114
2013,Jezero,Total,Number,Both sexes,495
2013,Kakanj,Total,Number,M,262
2013,Kakanj,Total,Number,F,233
2013,Kakanj,Total,Number,Both sexes,344
2013,Kalesija,Total,Number,M,185
2013,Kalesija,Total,Number,F,159
2013,Kalesija,Total,Number,Both sexes,1975
2013,Kalinovik,Total,Number,M,1024
2013,Kalinovik,Total,Number,F,951
2013,Kalinovik,Total,Number,Both sexes,729
2013,Kiseljak,Total,Number,M,391
2013,Kiseljak,Total,Number,F,338
2013,Kiseljak,Total,Number,Both sexes,557
2013,Kladanj,Total,Number,M,280
2013,Kladanj,Total,Number,F,277
2013,Kladanj,Total,Number,Both sexes,757
2013,Ključ,Total,Number,M,373
2013,Ključ,Total,Number,F,384
2013,Ključ,Total,Number,Both sexes,562
2013,Kneževo,Total,Number,M,274
2013,Kneževo,Total,Number,F,288
2013,Kneževo,Total,Number,Both sexes,2201
2013,Konjic,Total,Number,M,1111
2013,Konjic,Total,Number,F,1090
2013,Konjic,Total,Number,Both sexes,1593
2013,Kostajnica,Total,Number,M,800
2013,Kostajnica,Total,Number,F,793
2013,Kostajnica,Total,Number,Both sexes,676
2013,Kotor Varoš,Total,Number,M,359
2013,Kotor Varoš,Total,Number,F,317
2013,Kotor Varoš,Total,Number,Both sexes,696
2013,Kozarska Dubica,Total,Number,M,365
2013,Kozarska Dubica,Total,Number,F,331
2013,Kozarska Dubica,Total,Number,Both sexes,284
2013,Kreševo,Total,Number,M,121
2013,Kreševo,Total,Number,F,163
2013,Kreševo,Total,Number,Both sexes,472
2013,Krupa Na Uni,Total,Number,M,252
2013,Krupa Na Uni,Total,Number,F,220
2013,Krupa Na Uni,Total,Number,Both sexes,1662
2013,Kupres - FBiH,Total,Number,M,865
2013,Kupres - FBiH,Total,Number,F,797
2013,Kupres - FBiH,Total,Number,Both sexes,403
2013,Kupres - RS,Total,Number,M,216
