Year,UNIT_MEASURE,Municipality,Sex,AGE,Value
2013,Number,Kotor Varoš,F,0-4,444
2013,Number,Kozarska Dubica,Both sexes,0-4,800
2013,Number,Kozarska Dubica,M,0-4,408
2013,Number,Kozarska Dubica,F,0-4,392
2013,Number,Kreševo,Both sexes,0-4,240
2013,Number,Kreševo,M,0-4,127
2013,Number,Kreševo,F,0-4,113
2013,Number,Krupa Na Uni,Both sexes,0-4,49
2013,Number,Krupa Na Uni,M,0-4,27
2013,Number,Krupa Na Uni,F,0-4,22
2013,Number,Kupres - FBiH,Both sexes,0-4,164
2013,Number,Kupres - FBiH,M,0-4,86
2013,Number,Kupres - FBiH,F,0-4,78
2013,Number,Kupres - RS,Both sexes,0-4,6
2013,Number,Kupres - RS,M,0-4,6
2013,Number,Kupres - RS,F,0-4,-
2013,Number,Laktaši,Both sexes,0-4,1687
2013,Number,Laktaši,M,0-4,855
2013,Number,Laktaši,F,0-4,832
2013,Number,Livno,Both sexes,0-4,1334
2013,Number,Livno,M,0-4,686
2013,Number,Livno,F,0-4,648
2013,Number,Lopare,Both sexes,0-4,517
2013,Number,Lopare,M,0-4,255
2013,Number,Lopare,F,0-4,262
2013,Number,Lukavac,Both sexes,0-4,1968
2013,Number,Lukavac,M,0-4,1019
2013,Number,Lukavac,F,0-4,949
2013,Number,Ljubinje,Both sexes,0-4,155
2013,Number,Ljubinje,M,0-4,73
2013,Number,Ljubinje,F,0-4,82
2013,Number,Ljubuški,Both sexes,0-4,1352
2013,Number,Ljubuški,M,0-4,683
2013,Number,Ljubuški,F,0-4,669
2013,Number,Maglaj,Both sexes,0-4,1215
2013,Number,Maglaj,M,0-4,633
2013,Number,Maglaj,F,0-4,582
2013,Number,Milići,Both sexes,0-4,489
2013,Number,Milići,M,0-4,247
2013,Number,Milići,F,0-4,242
2013,Number,Modriča,Both sexes,0-4,1001
2013,Number,Modriča,M,0-4,514
2013,Number,Modriča,F,0-4,487
2013,Number,Mostar,Both sexes,0-4,5335
2013,Number,Mostar,M,0-4,2750
2013,Number,Mostar,F,0-4,2585
2013,Number,Mrkonjić Grad,Both sexes,0-4,681
2013,Number,Mrkonjić Grad,M,0-4,337
2013,Number,Mrkonjić Grad,F,0-4,344
2013,Number,Neum,Both sexes,0-4,206
2013,Number,Neum,M,0-4,105
2013,Number,Neum,F,0-4,101
2013,Number,Nevesinje,Both sexes,0-4,561
2013,Number,Nevesinje,M,0-4,301
2013,Number,Nevesinje,F,0-4,260
2013,Number,Novi Grad,Both sexes,0-4,981
2013,Number,Novi Grad,M,0-4,496
2013,Number,Novi Grad,F,0-4,485
2013,Number,Sarajevo - Novi Grad,Both sexes,0-4,6754
2013,Number,Sarajevo - Novi Grad,M,0-4,3488
2013,Number,Sarajevo - Novi Grad,F,0-4,3266
2013,Number,Novi Travnik,Both sexes,0-4,1318
2013,Number,Novi Travnik,M,0-4,685
2013,Number,Novi Travnik,F,0-4,633
2013,Number,Novo Goražde,Both sexes,0-4,103
2013,Number,Novo Goražde,M,0-4,50
2013,Number,Novo Goražde,F,0-4,53
2013,Number,Sarajevo - Novo Sarajevo,Both sexes,0-4,3295
2013,Number,Sarajevo - Novo Sarajevo,M,0-4,1645
2013,Number,Sarajevo - Novo Sarajevo,F,0-4,1650
2013,Number,Odžak,Both sexes,0-4,693
2013,Number,Odžak,M,0-4,344
2013,Number,Odžak,F,0-4,349
2013,Number,Olovo,Both sexes,0-4,417
2013,Number,Olovo,M,0-4,224
2013,Number,Olovo,F,0-4,193
2013,Number,Orašje,Both sexes,0-4,726
2013,Number,Orašje,M,0-4,369
2013,Number,Orašje,F,0-4,357
2013,Number,Osmaci,Both sexes,0-4,275
2013,Number,Osmaci,M,0-4,148
2013,Number,Osmaci,F,0-4,127
2013,Number,Oštra Luka,Both sexes,0-4,107
2013,Number,Oštra Luka,M,0-4,55
2013,Number,Oštra Luka,F,0-4,52
2013,Number,Pale - FBiH,Both sexes,0-4,35
2013,Number,Pale - FBiH,M,0-4,18
2013,Number,Pale - FBiH,F,0-4,17
2013,Number,Pale - RS,Both sexes,0-4,904
2013,Number,Pale - RS,M,0-4,462
2013,Number,Pale - RS,F,0-4,442
2013,Number,Pelagićevo,Both sexes,0-4,133
2013,Number,Pelagićevo,M,0-4,65
2013,Number,Pelagićevo,F,0-4,68
2013,Number,Petrovac,Both sexes,0-4,13
2013,Number,Petrovac,M,0-4,8
2013,Number,Petrovac,F,0-4,5
2013,Number,Petrovo,Both sexes,0-4,264
2013,Number,Petrovo,M,0-4,146
2013,Number,Petrovo,F,0-4,118
2013,Number,Posušje,Both sexes,0-4,1237
2013,Number,Posušje,M,0-4,642
2013,Number,Posušje,F,0-4,595
2013,Number,Prijedor,Both sexes,0-4,3468
2013,Number,Prijedor,M,0-4,1805
2013,Number,Prijedor,F,0-4,1663
2013,Number,Prnjavor,Both sexes,0-4,1600
2013,Number,Prnjavor,M,0-4,812
2013,Number,Prnjavor,F,0-4,788
2013,Number,Prozor,Both sexes,0-4,687
2013,Number,Prozor,M,0-4,341
2013,Number,Prozor,F,0-4,346
2013,Number,Ravno,Both sexes,0-4,118
2013,Number,Ravno,M,0-4,60
2013,Number,Ravno,F,0-4,58
2013,Number,Ribnik,Both sexes,0-4,245
2013,Number,Ribnik,M,0-4,121
2013,Number,Ribnik,F,0-4,124
2013,Number,Rogatica,Both sexes,0-4,514
2013,Number,Rogatica,M,0-4,252
2013,Number,Rogatica,F,0-4,262
2013,Number,Rudo,Both sexes,0-4,289
2013,Number,Rudo,M,0-4,153
2013,Number,Rudo,F,0-4,136
2013,Number,Sanski Most,Both sexes,0-4,1681
2013,Number,Sanski Most,M,0-4,850
2013,Number,Sanski Most,F,0-4,831
2013,Number,Sapna,Both sexes,0-4,651
2013,Number,Sapna,M,0-4,321
2013,Number,Sapna,F,0-4,330
2013,Number,Sokolac,Both sexes,0-4,508
2013,Number,Sokolac,M,0-4,264
2013,Number,Sokolac,F,0-4,244
2013,Number,Srbac,Both sexes,0-4,836
2013,Number,Srbac,M,0-4,412
2013,Number,Srbac,F,0-4,424
2013,Number,Srebrenica,Both sexes,0-4,526
2013,Number,Srebrenica,M,0-4,265
2013,Number,Srebrenica,F,0-4,261
2013,Number,Srebrenik,Both sexes,0-4,2214
2013,Number,Srebrenik,M,0-4,1129
2013,Number,Srebrenik,F,0-4,1085
2013,Number,Sarajevo - Stari Grad,Both sexes,0-4,1623
2013,Number,Sarajevo - Stari Grad,M,0-4,835
2013,Number,Sarajevo - Stari Grad,F,0-4,788
2013,Number,Stolac,Both sexes,0-4,650
2013,Number,Stolac,M,0-4,337
2013,Number,Stolac,F,0-4,313
2013,Number,Šamac,Both sexes,0-4,584
2013,Number,Šamac,M,0-4,289
2013,Number,Šamac,F,0-4,295
2013,Number,Šekovići,Both sexes,0-4,249
2013,Number,Šekovići,M,0-4,130
2013,Number,Šekovići,F,0-4,119
2013,Number,Šipovo,Both sexes,0-4,431
2013,Number,Šipovo,M,0-4,234
2013,Number,Šipovo,F,0-4,197
2013,Number,Široki Brijeg,Both sexes,0-4,1623
2013,Number,Široki Brijeg,M,0-4,861
2013,Number,Široki Brijeg,F,0-4,762
2013,Number,Teočak,Both sexes,0-4,351
2013,Number,Teočak,M,0-4,192
2013,Number,Teočak,F,0-4,159
2013,Number,Teslić,Both sexes,0-4,1969
2013,Number,Teslić,M,0-4,1048
2013,Number,Teslić,F,0-4,921
2013,Number,Tešanj,Both sexes,0-4,2689
2013,Number,Tešanj,M,0-4,1388
2013,Number,Tešanj,F,0-4,1301
2013,Number,Tomislavgrad,Both sexes,0-4,1490
2013,Number,Tomislavgrad,M,0-4,755
2013,Number,Tomislavgrad,F,0-4,735
2013,Number,Travnik,Both sexes,0-4,2797
2013,Number,Travnik,M,0-4,1463
2013,Number,Travnik,F,0-4,1334
2013,Number,Trebinje,Both sexes,0-4,1415
2013,Number,Trebinje,M,0-4,753
2013,Number,Trebinje,F,0-4,662
2013,Number,Trnovo - FBiH,Both sexes,0-4,40
2013,Number,Trnovo - FBiH,M,0-4,12
2013,Number,Trnovo - FBiH,F,0-4,28
2013,Number,Trnovo - RS,Both sexes,0-4,66
2013,Number,Trnovo - RS,M,0-4,30
2013,Number,Trnovo - RS,F,0-4,36
2013,Number,Tuzla,Both sexes,0-4,5105
2013,Number,Tuzla,M,0-4,2666
2013,Number,Tuzla,F,0-4,2439
2013,Number,Ugljevik,Both sexes,0-4,675
2013,Number,Ugljevik,M,0-4,368
2013,Number,Ugljevik,F,0-4,307
2013,Number,Usora,Both sexes,0-4,251
2013,Number,Usora,M,0-4,121
2013,Number,Usora,F,0-4,130
2013,Number,Vareš,Both sexes,0-4,256
2013,Number,Vareš,M,0-4,128
2013,Number,Vareš,F,0-4,128
2013,Number,Velika Kladuša,Both sexes,0-4,2756
2013,Number,Velika Kladuša,M,0-4,1433
2013,Number,Velika Kladuša,F,0-4,1323
2013,Number,Visoko,Both sexes,0-4,2309
2013,Number,Visoko,M,0-4,1178
2013,Number,Visoko,F,0-4,1131
2013,Number,Višegrad,Both sexes,0-4,344
2013,Number,Višegrad,M,0-4,164
2013,Number,Višegrad,F,0-4,180
2013,Number,Vitez,Both sexes,0-4,1447
2013,Number,Vitez,M,0-4,757
2013,Number,Vitez,F,0-4,690
2013,Number,Vlasenica,Both sexes,0-4,499
2013,Number,Vlasenica,M,0-4,268
2013,Number,Vlasenica,F,0-4,231
2013,Number,Sarajevo - Vogošća,Both sexes,0-4,1600
2013,Number,Sarajevo - Vogošća,M,0-4,837
2013,Number,Sarajevo - Vogošća,F,0-4,763
2013,Number,Vukosavlje,Both sexes,0-4,207
2013,Number,Vukosavlje,M,0-4,107
2013,Number,Vukosavlje,F,0-4,100
2013,Number,Zavidovići,Both sexes,0-4,2005
2013,Number,Zavidovići,M,0-4,1013
2013,Number,Zavidovići,F,0-4,992
2013,Number,Zenica,Both sexes,0-4,6072
2013,Number,Zenica,M,0-4,3104
2013,Number,Zenica,F,0-4,2968
2013,Number,Zvornik,Both sexes,0-4,3061
2013,Number,Zvornik,M,0-4,1545
2013,Number,Zvornik,F,0-4,1516
2013,Number,Žepče,Both sexes,0-4,1657
2013,Number,Žepče,M,0-4,878
2013,Number,Žepče,F,0-4,779
2013,Number,Živinice,Both sexes,0-4,3389
2013,Number,Živinice,M,0-4,1778
2013,Number,Živinice,F,0-4,1611
2013,Number,Banja Luka,Both sexes,05-Sep,8736
2013,Number,Banja Luka,M,05-Sep,4460
2013,Number,Banja Luka,F,05-Sep,4276
2013,Number,Banovići,Both sexes,05-Sep,1212
2013,Number,Banovići,M,05-Sep,623
2013,Number,Banovići,F,05-Sep,589
2013,Number,Berkovići,Both sexes,05-Sep,130
2013,Number,Berkovići,M,05-Sep,73
2013,Number,Berkovići,F,05-Sep,57
2013,Number,Bihać,Both sexes,05-Sep,2806
2013,Number,Bihać,M,05-Sep,1416
2013,Number,Bihać,F,05-Sep,1390
2013,Number,Bijeljina,Both sexes,05-Sep,5136
2013,Number,Bijeljina,M,05-Sep,2659
2013,Number,Bijeljina,F,05-Sep,2477
2013,Number,Bileća,Both sexes,05-Sep,483
2013,Number,Bileća,M,05-Sep,263
2013,Number,Bileća,F,05-Sep,220
2013,Number,Bosanska Krupa,Both sexes,05-Sep,1495
2013,Number,Bosanska Krupa,M,05-Sep,748
2013,Number,Bosanska Krupa,F,05-Sep,747
2013,Number,Bosanski Petrovac,Both sexes,05-Sep,324
2013,Number,Bosanski Petrovac,M,05-Sep,158
2013,Number,Bosanski Petrovac,F,05-Sep,166
2013,Number,Bosansko Grahovo,Both sexes,05-Sep,49
2013,Number,Bosansko Grahovo,M,05-Sep,29
2013,Number,Bosansko Grahovo,F,05-Sep,20
2013,Number,Bratunac,Both sexes,05-Sep,1096
2013,Number,Bratunac,M,05-Sep,559
2013,Number,Bratunac,F,05-Sep,537
2013,Number,Brčko,Both sexes,05-Sep,4312
2013,Number,Brčko,M,05-Sep,2235
2013,Number,Brčko,F,05-Sep,2077
2013,Number,Breza,Both sexes,05-Sep,661
2013,Number,Breza,M,05-Sep,343
2013,Number,Breza,F,05-Sep,318
2013,Number,Brod,Both sexes,05-Sep,731
2013,Number,Brod,M,05-Sep,392
2013,Number,Brod,F,05-Sep,339
2013,Number,Bugojno,Both sexes,05-Sep,1681
2013,Number,Bugojno,M,05-Sep,893
2013,Number,Bugojno,F,05-Sep,788
2013,Number,Busovača,Both sexes,05-Sep,1079
2013,Number,Busovača,M,05-Sep,573
2013,Number,Busovača,F,05-Sep,506
2013,Number,Bužim,Both sexes,05-Sep,1345
2013,Number,Bužim,M,05-Sep,675
2013,Number,Bužim,F,05-Sep,670
2013,Number,Cazin,Both sexes,05-Sep,4192
2013,Number,Cazin,M,05-Sep,2147
2013,Number,Cazin,F,05-Sep,2045
2013,Number,Sarajevo - Centar,Both sexes,05-Sep,2432
2013,Number,Sarajevo - Centar,M,05-Sep,1271
2013,Number,Sarajevo - Centar,F,05-Sep,1161
2013,Number,Čajniče,Both sexes,05-Sep,212
2013,Number,Čajniče,M,05-Sep,99
2013,Number,Čajniče,F,05-Sep,113
2013,Number,Čapljina,Both sexes,05-Sep,1359
2013,Number,Čapljina,M,05-Sep,703
2013,Number,Čapljina,F,05-Sep,656
2013,Number,Čelić,Both sexes,05-Sep,573
2013,Number,Čelić,M,05-Sep,287
2013,Number,Čelić,F,05-Sep,286
2013,Number,Čelinac,Both sexes,05-Sep,741
2013,Number,Čelinac,M,05-Sep,382
2013,Number,Čelinac,F,05-Sep,359
2013,Number,Čitluk,Both sexes,05-Sep,1090
2013,Number,Čitluk,M,05-Sep,550
2013,Number,Čitluk,F,05-Sep,540
2013,Number,Derventa,Both sexes,05-Sep,1223
2013,Number,Derventa,M,05-Sep,637
2013,Number,Derventa,F,05-Sep,586
2013,Number,Doboj,Both sexes,05-Sep,3311
2013,Number,Doboj,M,05-Sep,1647
2013,Number,Doboj,F,05-Sep,1664
2013,Number,Doboj-Istok,Both sexes,05-Sep,570
2013,Number,Doboj-Istok,M,05-Sep,291
2013,Number,Doboj-Istok,F,05-Sep,279
2013,Number,Doboj-Jug,Both sexes,05-Sep,288
2013,Number,Doboj-Jug,M,05-Sep,155
2013,Number,Doboj-Jug,F,05-Sep,133
2013,Number,Dobretići,Both sexes,05-Sep,54
2013,Number,Dobretići,M,05-Sep,30
2013,Number,Dobretići,F,05-Sep,24
2013,Number,Domaljevac-Šamac,Both sexes,05-Sep,237
2013,Number,Domaljevac-Šamac,M,05-Sep,109
2013,Number,Domaljevac-Šamac,F,05-Sep,128
2013,Number,Donji Vakuf,Both sexes,05-Sep,861
2013,Number,Donji Vakuf,M,05-Sep,426
2013,Number,Donji Vakuf,F,05-Sep,435
2013,Number,Donji Žabar,Both sexes,05-Sep,185
2013,Number,Donji Žabar,M,05-Sep,103
2013,Number,Donji Žabar,F,05-Sep,82
2013,Number,Drvar,Both sexes,05-Sep,250
2013,Number,Drvar,M,05-Sep,130
2013,Number,Drvar,F,05-Sep,120
2013,Number,Foča - FBiH,Both sexes,05-Sep,71
2013,Number,Foča - FBiH,M,05-Sep,37
2013,Number,Foča - FBiH,F,05-Sep,34
2013,Number,Foča - RS,Both sexes,05-Sep,755
2013,Number,Foča - RS,M,05-Sep,393
2013,Number,Foča - RS,F,05-Sep,362
2013,Number,Fojnica,Both sexes,05-Sep,635
2013,Number,Fojnica,M,05-Sep,331
2013,Number,Fojnica,F,05-Sep,304
2013,Number,Gacko,Both sexes,05-Sep,443
2013,Number,Gacko,M,05-Sep,240
2013,Number,Gacko,F,05-Sep,203
2013,Number,Glamoč,Both sexes,05-Sep,181
2013,Number,Glamoč,M,05-Sep,101
2013,Number,Glamoč,F,05-Sep,80
2013,Number,Goražde,Both sexes,05-Sep,845
2013,Number,Goražde,M,05-Sep,458
2013,Number,Goražde,F,05-Sep,387
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,05-Sep,1231
2013,Number,Gornji Vakuf-Uskoplje,M,05-Sep,619
2013,Number,Gornji Vakuf-Uskoplje,F,05-Sep,612
2013,Number,Gračanica,Both sexes,05-Sep,2518
2013,Number,Gračanica,M,05-Sep,1287
2013,Number,Gračanica,F,05-Sep,1231
2013,Number,Gradačac,Both sexes,05-Sep,2243
2013,Number,Gradačac,M,05-Sep,1188
2013,Number,Gradačac,F,05-Sep,1055
2013,Number,Gradiška,Both sexes,05-Sep,2295
2013,Number,Gradiška,M,05-Sep,1168
2013,Number,Gradiška,F,05-Sep,1127
2013,Number,Grude,Both sexes,05-Sep,952
2013,Number,Grude,M,05-Sep,482
2013,Number,Grude,F,05-Sep,470
2013,Number,Sarajevo - Hadžići,Both sexes,05-Sep,1339
2013,Number,Sarajevo - Hadžići,M,05-Sep,704
2013,Number,Sarajevo - Hadžići,F,05-Sep,635
2013,Number,Han Pijesak,Both sexes,05-Sep,130
2013,Number,Han Pijesak,M,05-Sep,67
2013,Number,Han Pijesak,F,05-Sep,63
2013,Number,Sarajevo - Ilidža,Both sexes,05-Sep,3664
2013,Number,Sarajevo - Ilidža,M,05-Sep,1896
2013,Number,Sarajevo - Ilidža,F,05-Sep,1768
2013,Number,Sarajevo - Ilijaš,Both sexes,05-Sep,1128
2013,Number,Sarajevo - Ilijaš,M,05-Sep,564
2013,Number,Sarajevo - Ilijaš,F,05-Sep,564
2013,Number,Istočna Ilidža,Both sexes,05-Sep,683
2013,Number,Istočna Ilidža,M,05-Sep,325
2013,Number,Istočna Ilidža,F,05-Sep,358
2013,Number,Istočni Drvar,Both sexes,05-Sep,1
2013,Number,Istočni Drvar,M,05-Sep,1
2013,Number,Istočni Drvar,F,05-Sep,0
2013,Number,Istočni Mostar,Both sexes,05-Sep,16
2013,Number,Istočni Mostar,M,05-Sep,7
2013,Number,Istočni Mostar,F,05-Sep,9
2013,Number,Istočni Stari Grad,Both sexes,05-Sep,44
2013,Number,Istočni Stari Grad,M,05-Sep,24
2013,Number,Istočni Stari Grad,F,05-Sep,20
2013,Number,Istočno Novo Sarajevo,Both sexes,05-Sep,497
2013,Number,Istočno Novo Sarajevo,M,05-Sep,248
2013,Number,Istočno Novo Sarajevo,F,05-Sep,249
2013,Number,Jablanica,Both sexes,05-Sep,421
2013,Number,Jablanica,M,05-Sep,218
2013,Number,Jablanica,F,05-Sep,203
2013,Number,Jajce,Both sexes,05-Sep,1534
2013,Number,Jajce,M,05-Sep,732
2013,Number,Jajce,F,05-Sep,802
2013,Number,Jezero,Both sexes,05-Sep,55
2013,Number,Jezero,M,05-Sep,25
2013,Number,Jezero,F,05-Sep,30
2013,Number,Kakanj,Both sexes,05-Sep,2134
2013,Number,Kakanj,M,05-Sep,1077
2013,Number,Kakanj,F,05-Sep,1057
2013,Number,Kalesija,Both sexes,05-Sep,1900
2013,Number,Kalesija,M,05-Sep,981
2013,Number,Kalesija,F,05-Sep,919
2013,Number,Kalinovik,Both sexes,05-Sep,67
2013,Number,Kalinovik,M,05-Sep,31
2013,Number,Kalinovik,F,05-Sep,36
2013,Number,Kiseljak,Both sexes,05-Sep,1147
2013,Number,Kiseljak,M,05-Sep,596
2013,Number,Kiseljak,F,05-Sep,551
2013,Number,Kladanj,Both sexes,05-Sep,602
2013,Number,Kladanj,M,05-Sep,315
2013,Number,Kladanj,F,05-Sep,287
2013,Number,Ključ,Both sexes,05-Sep,809
2013,Number,Ključ,M,05-Sep,419
2013,Number,Ključ,F,05-Sep,390
2013,Number,Kneževo,Both sexes,05-Sep,420
2013,Number,Kneževo,M,05-Sep,216
2013,Number,Kneževo,F,05-Sep,204
2013,Number,Konjic,Both sexes,05-Sep,1237
2013,Number,Konjic,M,05-Sep,607
2013,Number,Konjic,F,05-Sep,630
2013,Number,Kostajnica,Both sexes,05-Sep,245
2013,Number,Kostajnica,M,05-Sep,135
2013,Number,Kostajnica,F,05-Sep,110
2013,Number,Kotor Varoš,Both sexes,05-Sep,981
2013,Number,Kotor Varoš,M,05-Sep,494
2013,Number,Kotor Varoš,F,05-Sep,487
2013,Number,Kozarska Dubica,Both sexes,05-Sep,834
2013,Number,Kozarska Dubica,M,05-Sep,412
2013,Number,Kozarska Dubica,F,05-Sep,422
2013,Number,Kreševo,Both sexes,05-Sep,270
2013,Number,Kreševo,M,05-Sep,147
2013,Number,Kreševo,F,05-Sep,123
2013,Number,Krupa Na Uni,Both sexes,05-Sep,57
2013,Number,Krupa Na Uni,M,05-Sep,29
2013,Number,Krupa Na Uni,F,05-Sep,28
2013,Number,Kupres - FBiH,Both sexes,05-Sep,216
2013,Number,Kupres - FBiH,M,05-Sep,114
2013,Number,Kupres - FBiH,F,05-Sep,102
2013,Number,Kupres - RS,Both sexes,05-Sep,8
2013,Number,Kupres - RS,M,05-Sep,5
2013,Number,Kupres - RS,F,05-Sep,3
2013,Number,Laktaši,Both sexes,05-Sep,1873
2013,Number,Laktaši,M,05-Sep,947
2013,Number,Laktaši,F,05-Sep,926
2013,Number,Livno,Both sexes,05-Sep,1465
2013,Number,Livno,M,05-Sep,774
2013,Number,Livno,F,05-Sep,691
2013,Number,Lopare,Both sexes,05-Sep,630
2013,Number,Lopare,M,05-Sep,320
2013,Number,Lopare,F,05-Sep,310
2013,Number,Lukavac,Both sexes,05-Sep,1892
2013,Number,Lukavac,M,05-Sep,983
2013,Number,Lukavac,F,05-Sep,909
2013,Number,Ljubinje,Both sexes,05-Sep,135
2013,Number,Ljubinje,M,05-Sep,64
2013,Number,Ljubinje,F,05-Sep,71
2013,Number,Ljubuški,Both sexes,05-Sep,1573
2013,Number,Ljubuški,M,05-Sep,831
2013,Number,Ljubuški,F,05-Sep,742
2013,Number,Maglaj,Both sexes,05-Sep,1178
2013,Number,Maglaj,M,05-Sep,621
2013,Number,Maglaj,F,05-Sep,557
2013,Number,Milići,Both sexes,05-Sep,580
2013,Number,Milići,M,05-Sep,304
2013,Number,Milići,F,05-Sep,276
2013,Number,Modriča,Both sexes,05-Sep,1128
2013,Number,Modriča,M,05-Sep,573
2013,Number,Modriča,F,05-Sep,555
2013,Number,Mostar,Both sexes,05-Sep,4889
2013,Number,Mostar,M,05-Sep,2503
2013,Number,Mostar,F,05-Sep,2386
2013,Number,Mrkonjić Grad,Both sexes,05-Sep,741
2013,Number,Mrkonjić Grad,M,05-Sep,401
2013,Number,Mrkonjić Grad,F,05-Sep,340
2013,Number,Neum,Both sexes,05-Sep,237
2013,Number,Neum,M,05-Sep,121
2013,Number,Neum,F,05-Sep,116
2013,Number,Nevesinje,Both sexes,05-Sep,669
2013,Number,Nevesinje,M,05-Sep,342
2013,Number,Nevesinje,F,05-Sep,327
2013,Number,Novi Grad,Both sexes,05-Sep,1074
2013,Number,Novi Grad,M,05-Sep,562
2013,Number,Novi Grad,F,05-Sep,512
2013,Number,Sarajevo - Novi Grad,Both sexes,05-Sep,6046
2013,Number,Sarajevo - Novi Grad,M,05-Sep,3071
2013,Number,Sarajevo - Novi Grad,F,05-Sep,2975
2013,Number,Novi Travnik,Both sexes,05-Sep,1345
2013,Number,Novi Travnik,M,05-Sep,689
2013,Number,Novi Travnik,F,05-Sep,656
2013,Number,Novo Goražde,Both sexes,05-Sep,110
2013,Number,Novo Goražde,M,05-Sep,50
2013,Number,Novo Goražde,F,05-Sep,60
2013,Number,Sarajevo - Novo Sarajevo,Both sexes,05-Sep,2736
2013,Number,Sarajevo - Novo Sarajevo,M,05-Sep,1414
2013,Number,Sarajevo - Novo Sarajevo,F,05-Sep,1322
2013,Number,Odžak,Both sexes,05-Sep,823
2013,Number,Odžak,M,05-Sep,440
2013,Number,Odžak,F,05-Sep,383
2013,Number,Olovo,Both sexes,05-Sep,446
2013,Number,Olovo,M,05-Sep,233
2013,Number,Olovo,F,05-Sep,213
2013,Number,Orašje,Both sexes,05-Sep,927
2013,Number,Orašje,M,05-Sep,475
2013,Number,Orašje,F,05-Sep,452
2013,Number,Osmaci,Both sexes,05-Sep,271
2013,Number,Osmaci,M,05-Sep,144
2013,Number,Osmaci,F,05-Sep,127
2013,Number,Oštra Luka,Both sexes,05-Sep,135
2013,Number,Oštra Luka,M,05-Sep,69
2013,Number,Oštra Luka,F,05-Sep,66
2013,Number,Pale - FBiH,Both sexes,05-Sep,42
2013,Number,Pale - FBiH,M,05-Sep,25
2013,Number,Pale - FBiH,F,05-Sep,17
2013,Number,Pale - RS,Both sexes,05-Sep,900
2013,Number,Pale - RS,M,05-Sep,451
2013,Number,Pale - RS,F,05-Sep,449
2013,Number,Pelagićevo,Both sexes,05-Sep,193
2013,Number,Pelagićevo,M,05-Sep,100
2013,Number,Pelagićevo,F,05-Sep,93
2013,Number,Petrovac,Both sexes,05-Sep,18
2013,Number,Petrovac,M,05-Sep,10
2013,Number,Petrovac,F,05-Sep,8
2013,Number,Petrovo,Both sexes,05-Sep,230
2013,Number,Petrovo,M,05-Sep,110
2013,Number,Petrovo,F,05-Sep,120
2013,Number,Posušje,Both sexes,05-Sep,1332
2013,Number,Posušje,M,05-Sep,685
2013,Number,Posušje,F,05-Sep,647
2013,Number,Prijedor,Both sexes,05-Sep,3708
2013,Number,Prijedor,M,05-Sep,1924
2013,Number,Prijedor,F,05-Sep,1784
2013,Number,Prnjavor,Both sexes,05-Sep,1633
2013,Number,Prnjavor,M,05-Sep,836
2013,Number,Prnjavor,F,05-Sep,797
2013,Number,Prozor,Both sexes,05-Sep,821
2013,Number,Prozor,M,05-Sep,436
2013,Number,Prozor,F,05-Sep,385
2013,Number,Ravno,Both sexes,05-Sep,136
2013,Number,Ravno,M,05-Sep,74
2013,Number,Ravno,F,05-Sep,62
2013,Number,Ribnik,Both sexes,05-Sep,249
2013,Number,Ribnik,M,05-Sep,135
2013,Number,Ribnik,F,05-Sep,114
2013,Number,Rogatica,Both sexes,05-Sep,495
2013,Number,Rogatica,M,05-Sep,262
2013,Number,Rogatica,F,05-Sep,233
2013,Number,Rudo,Both sexes,05-Sep,344
2013,Number,Rudo,M,05-Sep,185
2013,Number,Rudo,F,05-Sep,159
2013,Number,Sanski Most,Both sexes,05-Sep,1975
2013,Number,Sanski Most,M,05-Sep,1024
2013,Number,Sanski Most,F,05-Sep,951
2013,Number,Sapna,Both sexes,05-Sep,729
2013,Number,Sapna,M,05-Sep,391
2013,Number,Sapna,F,05-Sep,338
2013,Number,Sokolac,Both sexes,05-Sep,557
2013,Number,Sokolac,M,05-Sep,280
2013,Number,Sokolac,F,05-Sep,277
2013,Number,Srbac,Both sexes,05-Sep,757
2013,Number,Srbac,M,05-Sep,373
2013,Number,Srbac,F,05-Sep,384
2013,Number,Srebrenica,Both sexes,05-Sep,562
2013,Number,Srebrenica,M,05-Sep,274
2013,Number,Srebrenica,F,05-Sep,288
2013,Number,Srebrenik,Both sexes,05-Sep,2201
2013,Number,Srebrenik,M,05-Sep,1111
2013,Number,Srebrenik,F,05-Sep,1090
2013,Number,Sarajevo - Stari Grad,Both sexes,05-Sep,1593
2013,Number,Sarajevo - Stari Grad,M,05-Sep,800
2013,Number,Sarajevo - Stari Grad,F,05-Sep,793
2013,Number,Stolac,Both sexes,05-Sep,676
2013,Number,Stolac,M,05-Sep,359
2013,Number,Stolac,F,05-Sep,317
2013,Number,Šamac,Both sexes,05-Sep,696
2013,Number,Šamac,M,05-Sep,365
