Year,Пол,Узрок смрти (према шифрама болести по МКБ-10),UNIT_MEASURE,Value
2019,Оба пола,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,130
2019,Оба пола,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,30
2019,Оба пола,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,3312
2019,Оба пола,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,918
2019,Оба пола,„(В01-Y98) Спољни узроци смртности“,Број,9
2019,Оба пола,„(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом“,Број,10
2019,Оба пола,Непознато,Број,583
2019,Оба пола,Укупно,Број,38829
2019,M,„(А00-Б99) Заразне и паразитарне болести“,Број,241
2019,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,4606
2019,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,30
2019,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,806
2019,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,153
2019,M,„(Г00-Г99) Болести нервног система“,Број,202
2019,M,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,3
2019,M,„(И00-И99) Болести циркулацијског система“,Број,8848
2019,M,„(Ј00-Ј99) Болести респираторног система“,Број,1076
2019,M,„(К00-К93) Болести дигестивног система“,Број,603
2019,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,17
2019,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,15
2019,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,314
2019,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,70
2019,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,11
2019,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1727
2019,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,701
2019,M,„(В01-Y98) Спољни узроци смртности“,Број,8
2019,M,„(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом“,Број,7
2019,M,Непознато,Број,349
2019,M,Укупно,Број,19787
2019,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,210
2019,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,3447
2019,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,60
2019,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1119
2019,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,137
2019,Ж,„(Г00-Г99) Болести нервног система“,Број,186
2019,Ж,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,6
2019,Ж,„(И00-И99) Болести циркулацијског система“,Број,10091
2019,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,870
2019,Ж,„(К00-К93) Болести дигестивног система“,Број,440
2019,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,26
2019,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,42
2019,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,286
2019,Ж,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,3
2019,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,60
2019,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,19
2019,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1585
2019,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,217
2019,Ж,„(В01-Y98) Спољни узроци смртности“,Број,1
2019,Ж,„(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом“,Број,3
2019,Ж,Непознато,Број,234
2019,Ж,Укупно,Број,19042
