Year,UNIT_MEASURE,Sex,AGE,Municipality,Value
2013,Number,Both sexes,65-69,Kreševo,203.0
2013,Number,M,65-69,Kreševo,85.0
2013,Number,F,65-69,Kreševo,118.0
2013,Number,Both sexes,65-69,Krupa Na Uni,90.0
2013,Number,M,65-69,Krupa Na Uni,51.0
2013,Number,F,65-69,Krupa Na Uni,39.0
2013,Number,Both sexes,65-69,Kupres - FBIH,155.0
2013,Number,M,65-69,Kupres - FBIH,74.0
2013,Number,F,65-69,Kupres - FBIH,81.0
2013,Number,Both sexes,65-69,Kupres - RS,28.0
2013,Number,M,65-69,Kupres - RS,13.0
2013,Number,F,65-69,Kupres - RS,15.0
2013,Number,Both sexes,65-69,Laktaši,1684.0
2013,Number,M,65-69,Laktaši,826.0
2013,Number,F,65-69,Laktaši,858.0
2013,Number,Both sexes,65-69,Livno,1628.0
2013,Number,M,65-69,Livno,800.0
2013,Number,F,65-69,Livno,828.0
2013,Number,Both sexes,65-69,Lopare,777.0
2013,Number,M,65-69,Lopare,370.0
2013,Number,F,65-69,Lopare,407.0
2013,Number,Both sexes,65-69,Lukavac,2022.0
2013,Number,M,65-69,Lukavac,882.0
2013,Number,F,65-69,Lukavac,1140.0
2013,Number,Both sexes,65-69,Ljubinje,146.0
2013,Number,M,65-69,Ljubinje,59.0
2013,Number,F,65-69,Ljubinje,87.0
2013,Number,Both sexes,65-69,Ljubuški,1089.0
2013,Number,M,65-69,Ljubuški,523.0
2013,Number,F,65-69,Ljubuški,566.0
2013,Number,Both sexes,65-69,Maglaj,970.0
2013,Number,M,65-69,Maglaj,450.0
2013,Number,F,65-69,Maglaj,520.0
2013,Number,Both sexes,65-69,Milići,384.0
2013,Number,M,65-69,Milići,182.0
2013,Number,F,65-69,Milići,202.0
2013,Number,Both sexes,65-69,Modriča,1479.0
2013,Number,M,65-69,Modriča,690.0
2013,Number,F,65-69,Modriča,789.0
2013,Number,Both sexes,65-69,Mostar,4386.0
2013,Number,M,65-69,Mostar,1877.0
2013,Number,F,65-69,Mostar,2509.0
2013,Number,Both sexes,65-69,Mrkonjić Grad,1010.0
2013,Number,M,65-69,Mrkonjić Grad,451.0
2013,Number,F,65-69,Mrkonjić Grad,559.0
2013,Number,Both sexes,65-69,Neum,155.0
2013,Number,M,65-69,Neum,73.0
2013,Number,F,65-69,Neum,82.0
2013,Number,Both sexes,65-69,Nevesinje,622.0
2013,Number,M,65-69,Nevesinje,246.0
2013,Number,F,65-69,Nevesinje,376.0
2013,Number,Both sexes,65-69,Novi Grad,1309.0
2013,Number,M,65-69,Novi Grad,582.0
2013,Number,F,65-69,Novi Grad,727.0
2013,Number,Both sexes,65-69,Sarajevo - Novi Grad,5096.0
2013,Number,M,65-69,Sarajevo - Novi Grad,2112.0
2013,Number,F,65-69,Sarajevo - Novi Grad,2984.0
2013,Number,Both sexes,65-69,Novi Travnik,749.0
2013,Number,M,65-69,Novi Travnik,301.0
2013,Number,F,65-69,Novi Travnik,448.0
2013,Number,Both sexes,65-69,Novo Goražde,147.0
2013,Number,M,65-69,Novo Goražde,82.0
2013,Number,F,65-69,Novo Goražde,65.0
2013,Number,Both sexes,65-69,Sarajevo - Novo Sarajevo,2828.0
2013,Number,M,65-69,Sarajevo - Novo Sarajevo,1112.0
2013,Number,F,65-69,Sarajevo - Novo Sarajevo,1716.0
2013,Number,Both sexes,65-69,Odžak,891.0
2013,Number,M,65-69,Odžak,398.0
2013,Number,F,65-69,Odžak,493.0
2013,Number,Both sexes,65-69,Olovo,416.0
2013,Number,M,65-69,Olovo,203.0
2013,Number,F,65-69,Olovo,213.0
2013,Number,Both sexes,65-69,Orašje,975.0
2013,Number,M,65-69,Orašje,452.0
2013,Number,F,65-69,Orašje,523.0
2013,Number,Both sexes,65-69,Osmaci,252.0
2013,Number,M,65-69,Osmaci,124.0
2013,Number,F,65-69,Osmaci,128.0
2013,Number,Both sexes,65-69,Oštra Luka,140.0
2013,Number,M,65-69,Oštra Luka,61.0
2013,Number,F,65-69,Oštra Luka,79.0
2013,Number,Both sexes,65-69,Pale - FBIH,48.0
2013,Number,M,65-69,Pale - FBIH,19.0
2013,Number,F,65-69,Pale - FBIH,29.0
2013,Number,Both sexes,65-69,Pale - RS,926.0
2013,Number,M,65-69,Pale - RS,395.0
2013,Number,F,65-69,Pale - RS,531.0
2013,Number,Both sexes,65-69,Pelagićevo,374.0
2013,Number,M,65-69,Pelagićevo,174.0
2013,Number,F,65-69,Pelagićevo,200.0
2013,Number,Both sexes,65-69,Petrovac,21.0
2013,Number,M,65-69,Petrovac,9.0
2013,Number,F,65-69,Petrovac,12.0
2013,Number,Both sexes,65-69,Petrovo,365.0
2013,Number,M,65-69,Petrovo,144.0
2013,Number,F,65-69,Petrovo,221.0
2013,Number,Both sexes,65-69,Posušje,670.0
2013,Number,M,65-69,Posušje,348.0
2013,Number,F,65-69,Posušje,322.0
2013,Number,Both sexes,65-69,Prijedor,4195.0
2013,Number,M,65-69,Prijedor,1959.0
2013,Number,F,65-69,Prijedor,2236.0
2013,Number,Both sexes,65-69,Prnjavor,2129.0
2013,Number,M,65-69,Prnjavor,961.0
2013,Number,F,65-69,Prnjavor,1168.0
2013,Number,Both sexes,65-69,Prozor,485.0
2013,Number,M,65-69,Prozor,227.0
2013,Number,F,65-69,Prozor,258.0
2013,Number,Both sexes,65-69,Ravno,134.0
2013,Number,M,65-69,Ravno,66.0
2013,Number,F,65-69,Ravno,68.0
2013,Number,Both sexes,65-69,Ribnik,406.0
2013,Number,M,65-69,Ribnik,183.0
2013,Number,F,65-69,Ribnik,223.0
2013,Number,Both sexes,65-69,Rogatica,501.0
2013,Number,M,65-69,Rogatica,218.0
2013,Number,F,65-69,Rogatica,283.0
2013,Number,Both sexes,65-69,Rudo,487.0
2013,Number,M,65-69,Rudo,228.0
2013,Number,F,65-69,Rudo,259.0
2013,Number,Both sexes,65-69,Sanski Most,1546.0
2013,Number,M,65-69,Sanski Most,740.0
2013,Number,F,65-69,Sanski Most,806.0
2013,Number,Both sexes,65-69,Sapna,309.0
2013,Number,M,65-69,Sapna,142.0
2013,Number,F,65-69,Sapna,167.0
2013,Number,Both sexes,65-69,Sokolac,581.0
2013,Number,M,65-69,Sokolac,257.0
2013,Number,F,65-69,Sokolac,324.0
2013,Number,Both sexes,65-69,Srbac,1013.0
2013,Number,M,65-69,Srbac,490.0
2013,Number,F,65-69,Srbac,523.0
2013,Number,Both sexes,65-69,Srebrenica,554.0
2013,Number,M,65-69,Srebrenica,224.0
2013,Number,F,65-69,Srebrenica,330.0
2013,Number,Both sexes,65-69,Srebrenik,1636.0
2013,Number,M,65-69,Srebrenik,736.0
2013,Number,F,65-69,Srebrenik,900.0
2013,Number,Both sexes,65-69,Sarajevo - Stari Grad,1828.0
2013,Number,M,65-69,Sarajevo - Stari Grad,813.0
2013,Number,F,65-69,Sarajevo - Stari Grad,1015.0
2013,Number,Both sexes,65-69,Stolac,517.0
2013,Number,M,65-69,Stolac,251.0
2013,Number,F,65-69,Stolac,266.0
2013,Number,Both sexes,65-69,Šamac,1058.0
2013,Number,M,65-69,Šamac,490.0
2013,Number,F,65-69,Šamac,568.0
2013,Number,Both sexes,65-69,Šekovići,402.0
2013,Number,M,65-69,Šekovići,189.0
2013,Number,F,65-69,Šekovići,213.0
2013,Number,Both sexes,65-69,Šipovo,534.0
2013,Number,M,65-69,Šipovo,241.0
2013,Number,F,65-69,Šipovo,293.0
2013,Number,Both sexes,65-69,Široki Brijeg,909.0
2013,Number,M,65-69,Široki Brijeg,448.0
2013,Number,F,65-69,Široki Brijeg,461.0
2013,Number,Both sexes,65-69,Teočak,264.0
2013,Number,M,65-69,Teočak,116.0
2013,Number,F,65-69,Teočak,148.0
2013,Number,Both sexes,65-69,Teslić,2102.0
2013,Number,M,65-69,Teslić,895.0
2013,Number,F,65-69,Teslić,1207.0
2013,Number,Both sexes,65-69,Tešanj,1528.0
2013,Number,M,65-69,Tešanj,717.0
2013,Number,F,65-69,Tešanj,811.0
2013,Number,Both sexes,65-69,Tomislavgrad,1194.0
2013,Number,M,65-69,Tomislavgrad,611.0
2013,Number,F,65-69,Tomislavgrad,583.0
2013,Number,Both sexes,65-69,Travnik,2008.0
2013,Number,M,65-69,Travnik,897.0
2013,Number,F,65-69,Travnik,1111.0
2013,Number,Both sexes,65-69,Trebinje,1368.0
2013,Number,M,65-69,Trebinje,616.0
2013,Number,F,65-69,Trebinje,752.0
2013,Number,Both sexes,65-69,Trnovo - FBIH,141.0
2013,Number,M,65-69,Trnovo - FBIH,70.0
2013,Number,F,65-69,Trnovo - FBIH,71.0
2013,Number,Both sexes,65-69,Trnovo - RS,117.0
2013,Number,M,65-69,Trnovo - RS,37.0
2013,Number,F,65-69,Trnovo - RS,80.0
2013,Number,Both sexes,65-69,Tuzla,5127.0
2013,Number,M,65-69,Tuzla,2209.0
2013,Number,F,65-69,Tuzla,2918.0
2013,Number,Both sexes,65-69,Ugljevik,703.0
2013,Number,M,65-69,Ugljevik,354.0
2013,Number,F,65-69,Ugljevik,349.0
2013,Number,Both sexes,65-69,Usora,265.0
2013,Number,M,65-69,Usora,122.0
2013,Number,F,65-69,Usora,143.0
2013,Number,Both sexes,65-69,Vareš,535.0
2013,Number,M,65-69,Vareš,231.0
2013,Number,F,65-69,Vareš,304.0
2013,Number,Both sexes,65-69,Velika Kladuša,1389.0
2013,Number,M,65-69,Velika Kladuša,622.0
2013,Number,F,65-69,Velika Kladuša,767.0
2013,Number,Both sexes,65-69,Visoko,1640.0
2013,Number,M,65-69,Visoko,745.0
2013,Number,F,65-69,Visoko,895.0
2013,Number,Both sexes,65-69,Višegrad,605.0
2013,Number,M,65-69,Višegrad,271.0
2013,Number,F,65-69,Višegrad,334.0
2013,Number,Both sexes,65-69,Vitez,844.0
2013,Number,M,65-69,Vitez,382.0
2013,Number,F,65-69,Vitez,462.0
2013,Number,Both sexes,65-69,Vlasenica,417.0
2013,Number,M,65-69,Vlasenica,184.0
2013,Number,F,65-69,Vlasenica,233.0
2013,Number,Both sexes,65-69,Sarajevo - Vogošća,834.0
2013,Number,M,65-69,Sarajevo - Vogošća,364.0
2013,Number,F,65-69,Sarajevo - Vogošća,470.0
2013,Number,Both sexes,65-69,Vukosavlje,241.0
2013,Number,M,65-69,Vukosavlje,95.0
2013,Number,F,65-69,Vukosavlje,146.0
2013,Number,Both sexes,65-69,Zavidovići,1377.0
2013,Number,M,65-69,Zavidovići,634.0
2013,Number,F,65-69,Zavidovići,743.0
2013,Number,Both sexes,65-69,Zenica,4381.0
2013,Number,M,65-69,Zenica,1956.0
2013,Number,F,65-69,Zenica,2425.0
2013,Number,Both sexes,65-69,Zvornik,2406.0
2013,Number,M,65-69,Zvornik,1083.0
2013,Number,F,65-69,Zvornik,1323.0
2013,Number,Both sexes,65-69,Žepče,1005.0
2013,Number,M,65-69,Žepče,455.0
2013,Number,F,65-69,Žepče,550.0
2013,Number,Both sexes,65-69,Živinice,2068.0
2013,Number,M,65-69,Živinice,906.0
2013,Number,F,65-69,Živinice,1162.0
2013,Number,Both sexes,70-74,Banja Luka,7415.0
2013,Number,M,70-74,Banja Luka,3177.0
2013,Number,F,70-74,Banja Luka,4238.0
2013,Number,Both sexes,70-74,Banovići,521.0
2013,Number,M,70-74,Banovići,209.0
2013,Number,F,70-74,Banovići,312.0
2013,Number,Both sexes,70-74,Berkovići,142.0
2013,Number,M,70-74,Berkovići,54.0
2013,Number,F,70-74,Berkovići,88.0
2013,Number,Both sexes,70-74ać,2168,
2013,Number,M,70-74ać,913,
2013,Number,F,70-74ać,1255,
2013,Number,Both sexes,70-74,Bijeljina,4756.0
2013,Number,M,70-74,Bijeljina,2060.0
2013,Number,F,70-74,Bijeljina,2696.0
2013,Number,Both sexes,70-74,Bileća,524.0
2013,Number,M,70-74,Bileća,228.0
2013,Number,F,70-74,Bileća,296.0
2013,Number,Both sexes,70-74,Bosanska Krupa,881.0
2013,Number,M,70-74,Bosanska Krupa,382.0
2013,Number,F,70-74,Bosanska Krupa,499.0
2013,Number,Both sexes,70-74,Bosanski Petrovac,454.0
2013,Number,M,70-74,Bosanski Petrovac,180.0
2013,Number,F,70-74,Bosanski Petrovac,274.0
2013,Number,Both sexes,70-74,Bosansko Grahovo,217.0
2013,Number,M,70-74,Bosansko Grahovo,97.0
2013,Number,F,70-74,Bosansko Grahovo,120.0
2013,Number,Both sexes,70-74,Bratunac,647.0
2013,Number,M,70-74,Bratunac,248.0
2013,Number,F,70-74,Bratunac,399.0
2013,Number,Both sexes,70-74,Brčko,3359.0
2013,Number,M,70-74,Brčko,1459.0
2013,Number,F,70-74,Brčko,1900.0
2013,Number,Both sexes,70-74,Breza,556.0
2013,Number,M,70-74,Breza,245.0
2013,Number,F,70-74,Breza,311.0
2013,Number,Both sexes,70-74,Brod,796.0
2013,Number,M,70-74,Brod,330.0
2013,Number,F,70-74,Brod,466.0
2013,Number,Both sexes,70-74,Bugojno,1210.0
2013,Number,M,70-74,Bugojno,534.0
2013,Number,F,70-74,Bugojno,676.0
2013,Number,Both sexes,70-74,Busovača,516.0
2013,Number,M,70-74,Busovača,217.0
2013,Number,F,70-74,Busovača,299.0
2013,Number,Both sexes,70-74,Bužim,430.0
2013,Number,M,70-74,Bužim,178.0
2013,Number,F,70-74,Bužim,252.0
2013,Number,Both sexes,70-74,Cazin,1763.0
2013,Number,M,70-74,Cazin,781.0
2013,Number,F,70-74,Cazin,982.0
2013,Number,Both sexes,70-74,Sarajevo - Centar,2572.0
2013,Number,M,70-74,Sarajevo - Centar,1045.0
2013,Number,F,70-74,Sarajevo - Centar,1527.0
2013,Number,Both sexes,70-74,Čajniče,255.0
2013,Number,M,70-74,Čajniče,99.0
2013,Number,F,70-74,Čajniče,156.0
2013,Number,Both sexes,70-74,Čapljina,1184.0
2013,Number,M,70-74,Čapljina,515.0
2013,Number,F,70-74,Čapljina,669.0
2013,Number,Both sexes,70-74,Čelić,406.0
2013,Number,M,70-74,Čelić,179.0
2013,Number,F,70-74,Čelić,227.0
2013,Number,Both sexes,70-74,Čelinac,647.0
2013,Number,M,70-74,Čelinac,280.0
2013,Number,F,70-74,Čelinac,367.0
2013,Number,Both sexes,70-74,Čitluk,795.0
2013,Number,M,70-74,Čitluk,336.0
2013,Number,F,70-74,Čitluk,459.0
2013,Number,Both sexes,70-74,Derventa,1444.0
2013,Number,M,70-74,Derventa,625.0
2013,Number,F,70-74,Derventa,819.0
2013,Number,Both sexes,70-74,Doboj,3679.0
2013,Number,M,70-74,Doboj,1606.0
2013,Number,F,70-74,Doboj,2073.0
2013,Number,Both sexes,70-74,Doboj-Istok,355.0
2013,Number,M,70-74,Doboj-Istok,157.0
2013,Number,F,70-74,Doboj-Istok,198.0
2013,Number,Both sexes,70-74,Doboj-Jug,116.0
2013,Number,M,70-74,Doboj-Jug,54.0
2013,Number,F,70-74,Doboj-Jug,62.0
2013,Number,Both sexes,70-74,Dobretići,68.0
2013,Number,M,70-74,Dobretići,29.0
2013,Number,F,70-74,Dobretići,39.0
2013,Number,Both sexes,70-74,Domaljevac-Šamac,219.0
2013,Number,M,70-74,Domaljevac-Šamac,93.0
2013,Number,F,70-74,Domaljevac-Šamac,126.0
2013,Number,Both sexes,70-74,Donji Vakuf,414.0
2013,Number,M,70-74,Donji Vakuf,181.0
2013,Number,F,70-74,Donji Vakuf,233.0
2013,Number,Both sexes,70-74,Donji Žabar,224.0
2013,Number,M,70-74,Donji Žabar,97.0
2013,Number,F,70-74,Donji Žabar,127.0
2013,Number,Both sexes,70-74,Drvar,483.0
2013,Number,M,70-74,Drvar,204.0
2013,Number,F,70-74,Drvar,279.0
2013,Number,Both sexes,70-74,Foča - FBIH,124.0
2013,Number,M,70-74,Foča - FBIH,54.0
2013,Number,F,70-74,Foča - FBIH,70.0
2013,Number,Both sexes,70-74,Foča - RS,1052.0
2013,Number,M,70-74,Foča - RS,421.0
2013,Number,F,70-74,Foča - RS,631.0
2013,Number,Both sexes,70-74,Fojnica,456.0
2013,Number,M,70-74,Fojnica,200.0
2013,Number,F,70-74,Fojnica,256.0
2013,Number,Both sexes,70-74,Gacko,377.0
2013,Number,M,70-74,Gacko,164.0
2013,Number,F,70-74,Gacko,213.0
2013,Number,Both sexes,70-74,Glamoč,294.0
2013,Number,M,70-74,Glamoč,134.0
2013,Number,F,70-74,Glamoč,160.0
2013,Number,Both sexes,70-74,Goražde,866.0
2013,Number,M,70-74,Goražde,361.0
2013,Number,F,70-74,Goražde,505.0
2013,Number,Both sexes,70-74,Gornji Vakuf-Uskoplje,732.0
2013,Number,M,70-74,Gornji Vakuf-Uskoplje,308.0
2013,Number,F,70-74,Gornji Vakuf-Uskoplje,424.0
2013,Number,Both sexes,70-74,Gračanica,1617.0
2013,Number,M,70-74,Gračanica,681.0
2013,Number,F,70-74,Gračanica,936.0
2013,Number,Both sexes,70-74,Gradačac,1350.0
2013,Number,M,70-74,Gradačac,599.0
2013,Number,F,70-74,Gradačac,751.0
2013,Number,Both sexes,70-74,Gradiška,2391.0
2013,Number,M,70-74,Gradiška,1059.0
2013,Number,F,70-74,Gradiška,1332.0
2013,Number,Both sexes,70-74,Grude,790.0
2013,Number,M,70-74,Grude,369.0
2013,Number,F,70-74,Grude,421.0
2013,Number,Both sexes,70-74,Sarajevo - Hadžići,662.0
2013,Number,M,70-74,Sarajevo - Hadžići,289.0
2013,Number,F,70-74,Sarajevo - Hadžići,373.0
2013,Number,Both sexes,70-74,Han Pijesak,185.0
2013,Number,M,70-74,Han Pijesak,72.0
2013,Number,F,70-74,Han Pijesak,113.0
2013,Number,Both sexes,70-74,Sarajevo - Ilidža,2175.0
2013,Number,M,70-74,Sarajevo - Ilidža,911.0
2013,Number,F,70-74,Sarajevo - Ilidža,1264.0
2013,Number,Both sexes,70-74,Sarajevo - Ilijaš,593.0
2013,Number,M,70-74,Sarajevo - Ilijaš,218.0
2013,Number,F,70-74,Sarajevo - Ilijaš,375.0
2013,Number,Both sexes,70-74,Istočna Ilidža,607.0
2013,Number,M,70-74,Istočna Ilidža,253.0
2013,Number,F,70-74,Istočna Ilidža,354.0
2013,Number,Both sexes,70-74,Istočni Drvar,2.0
2013,Number,M,70-74,Istočni Drvar,1.0
2013,Number,F,70-74,Istočni Drvar,1.0
2013,Number,Both sexes,70-74,Istočni Mostar,24.0
2013,Number,M,70-74,Istočni Mostar,10.0
2013,Number,F,70-74,Istočni Mostar,14.0
2013,Number,Both sexes,70-74,Istočni Stari Grad,77.0
2013,Number,M,70-74,Istočni Stari Grad,33.0
2013,Number,F,70-74,Istočni Stari Grad,44.0
2013,Number,Both sexes,70-74,Istočno Novo Sarajevo,491.0
2013,Number,M,70-74,Istočno Novo Sarajevo,197.0
2013,Number,F,70-74,Istočno Novo Sarajevo,294.0
2013,Number,Both sexes,70-74,Jablanica,342.0
2013,Number,M,70-74,Jablanica,139.0
2013,Number,F,70-74,Jablanica,203.0
2013,Number,Both sexes,70-74,Jajce,991.0
2013,Number,M,70-74,Jajce,403.0
2013,Number,F,70-74,Jajce,588.0
2013,Number,Both sexes,70-74,Jezero,45.0
2013,Number,M,70-74,Jezero,19.0
2013,Number,F,70-74,Jezero,26.0
2013,Number,Both sexes,70-74,Kakanj,1234.0
2013,Number,M,70-74,Kakanj,559.0
2013,Number,F,70-74,Kakanj,675.0
2013,Number,Both sexes,70-74,Kalesija,814.0
2013,Number,M,70-74,Kalesija,363.0
2013,Number,F,70-74,Kalesija,451.0
2013,Number,Both sexes,70-74,Kalinovik,151.0
2013,Number,M,70-74,Kalinovik,56.0
2013,Number,F,70-74,Kalinovik,95.0
2013,Number,Both sexes,70-74,Kiseljak,791.0
2013,Number,M,70-74,Kiseljak,327.0
2013,Number,F,70-74,Kiseljak,464.0
2013,Number,Both sexes,70-74,Kladanj,337.0
2013,Number,M,70-74,Kladanj,156.0
2013,Number,F,70-74,Kladanj,181.0
2013,Number,Both sexes,70-74,Ključ,584.0
2013,Number,M,70-74,Ključ,255.0
2013,Number,F,70-74,Ključ,329.0
2013,Number,Both sexes,70-74,Kneževo,472.0
2013,Number,M,70-74,Kneževo,213.0
2013,Number,F,70-74,Kneževo,259.0
2013,Number,Both sexes,70-74,Konjic,1181.0
2013,Number,M,70-74,Konjic,521.0
2013,Number,F,70-74,Konjic,660.0
2013,Number,Both sexes,70-74,Kostajnica,249.0
2013,Number,M,70-74,Kostajnica,108.0
2013,Number,F,70-74,Kostajnica,141.0
2013,Number,Both sexes,70-74,Kotor Varoš,700.0
2013,Number,M,70-74,Kotor Varoš,301.0
2013,Number,F,70-74,Kotor Varoš,399.0
2013,Number,Both sexes,70-74,Kozarska Dubica,1093.0
2013,Number,M,70-74,Kozarska Dubica,433.0
2013,Number,F,70-74,Kozarska Dubica,660.0
2013,Number,Both sexes,70-74,Kreševo,254.0
2013,Number,M,70-74,Kreševo,99.0
2013,Number,F,70-74,Kreševo,155.0
2013,Number,Both sexes,70-74,Krupa Na Uni,99.0
2013,Number,M,70-74,Krupa Na Uni,42.0
2013,Number,F,70-74,Krupa Na Uni,57.0
2013,Number,Both sexes,70-74,Kupres - FBIH,229.0
2013,Number,M,70-74,Kupres - FBIH,103.0
2013,Number,F,70-74,Kupres - FBIH,126.0
2013,Number,Both sexes,70-74,Kupres - RS,44.0
2013,Number,M,70-74,Kupres - RS,18.0
2013,Number,F,70-74,Kupres - RS,26.0
2013,Number,Both sexes,70-74,Laktaši,1509.0
2013,Number,M,70-74,Laktaši,687.0
2013,Number,F,70-74,Laktaši,822.0
2013,Number,Both sexes,70-74,Livno,1582.0
2013,Number,M,70-74,Livno,701.0
2013,Number,F,70-74,Livno,881.0
2013,Number,Both sexes,70-74,Lopare,720.0
2013,Number,M,70-74,Lopare,300.0
2013,Number,F,70-74,Lopare,420.0
2013,Number,Both sexes,70-74,Lukavac,1739.0
2013,Number,M,70-74,Lukavac,736.0
2013,Number,F,70-74,Lukavac,1003.0
2013,Number,Both sexes,70-74,Ljubinje,162.0
2013,Number,M,70-74,Ljubinje,68.0
2013,Number,F,70-74,Ljubinje,94.0
2013,Number,Both sexes,70-74,Ljubuški,1242.0
2013,Number,M,70-74,Ljubuški,548.0
2013,Number,F,70-74,Ljubuški,694.0
2013,Number,Both sexes,70-74,Maglaj,776.0
2013,Number,M,70-74,Maglaj,320.0
2013,Number,F,70-74,Maglaj,456.0
2013,Number,Both sexes,70-74,Milići,261.0
2013,Number,M,70-74,Milići,106.0
2013,Number,F,70-74,Milići,155.0
2013,Number,Both sexes,70-74,Modriča,1318.0
2013,Number,M,70-74,Modriča,583.0
2013,Number,F,70-74,Modriča,735.0
2013,Number,Both sexes,70-74,Mostar,4493.0
2013,Number,M,70-74,Mostar,1846.0
2013,Number,F,70-74,Mostar,2647.0
2013,Number,Both sexes,70-74,Mrkonjić Grad,797.0
2013,Number,M,70-74,Mrkonjić Grad,346.0
2013,Number,F,70-74,Mrkonjić Grad,451.0
2013,Number,Both sexes,70-74,Neum,178.0
2013,Number,M,70-74,Neum,83.0
2013,Number,F,70-74,Neum,95.0
2013,Number,Both sexes,70-74,Nevesinje,681.0
2013,Number,M,70-74,Nevesinje,275.0
2013,Number,F,70-74,Nevesinje,406.0
2013,Number,Both sexes,70-74,Novi Grad,1247.0
2013,Number,M,70-74,Novi Grad,542.0
2013,Number,F,70-74,Novi Grad,705.0
2013,Number,Both sexes,70-74,Sarajevo - Novi Grad,4430.0
2013,Number,M,70-74,Sarajevo - Novi Grad,1847.0
2013,Number,F,70-74,Sarajevo - Novi Grad,2583.0
2013,Number,Both sexes,70-74,Novi Travnik,693.0
2013,Number,M,70-74,Novi Travnik,279.0
2013,Number,F,70-74,Novi Travnik,414.0
2013,Number,Both sexes,70-74,Novo Goražde,135.0
2013,Number,M,70-74,Novo Goražde,54.0
2013,Number,F,70-74,Novo Goražde,81.0
2013,Number,Both sexes,70-74,Sarajevo - Novo Sarajevo,2634.0
2013,Number,M,70-74,Sarajevo - Novo Sarajevo,1020.0
2013,Number,F,70-74,Sarajevo - Novo Sarajevo,1614.0
2013,Number,Both sexes,70-74,Odžak,940.0
2013,Number,M,70-74,Odžak,426.0
2013,Number,F,70-74,Odžak,514.0
2013,Number,Both sexes,70-74,Olovo,349.0
2013,Number,M,70-74,Olovo,138.0
2013,Number,F,70-74,Olovo,211.0
2013,Number,Both sexes,70-74,Orašje,775.0
2013,Number,M,70-74,Orašje,313.0
2013,Number,F,70-74,Orašje,462.0
2013,Number,Both sexes,70-74,Osmaci,209.0
2013,Number,M,70-74,Osmaci,95.0
2013,Number,F,70-74,Osmaci,114.0
2013,Number,Both sexes,70-74,Oštra Luka,171.0
2013,Number,M,70-74,Oštra Luka,65.0
2013,Number,F,70-74,Oštra Luka,106.0
2013,Number,Both sexes,70-74,Pale - FBIH,52.0
2013,Number,M,70-74,Pale - FBIH,28.0
2013,Number,F,70-74,Pale - FBIH,24.0
2013,Number,Both sexes,70-74,Pale - RS,962.0
2013,Number,M,70-74,Pale - RS,394.0
2013,Number,F,70-74,Pale - RS,568.0
2013,Number,Both sexes,70-74,Pelagićevo,341.0
2013,Number,M,70-74,Pelagićevo,141.0
2013,Number,F,70-74,Pelagićevo,200.0
2013,Number,Both sexes,70-74,Petrovac,25.0
2013,Number,M,70-74,Petrovac,9.0
2013,Number,F,70-74,Petrovac,16.0
2013,Number,Both sexes,70-74,Petrovo,425.0
2013,Number,M,70-74,Petrovo,180.0
2013,Number,F,70-74,Petrovo,245.0
2013,Number,Both sexes,70-74,Posušje,669.0
2013,Number,M,70-74,Posušje,309.0
2013,Number,F,70-74,Posušje,360.0
2013,Number,Both sexes,70-74,Prijedor,4134.0
2013,Number,M,70-74,Prijedor,1730.0
2013,Number,F,70-74,Prijedor,2404.0
2013,Number,Both sexes,70-74,Prnjavor,2047.0
2013,Number,M,70-74,Prnjavor,918.0
2013,Number,F,70-74,Prnjavor,1129.0
2013,Number,Both sexes,70-74,Prozor,530.0
2013,Number,M,70-74,Prozor,232.0
2013,Number,F,70-74,Prozor,298.0
2013,Number,Both sexes,70-74,Ravno,173.0
2013,Number,M,70-74,Ravno,90.0
2013,Number,F,70-74,Ravno,83.0
2013,Number,Both sexes,70-74,Ribnik,372.0
2013,Number,M,70-74,Ribnik,153.0
2013,Number,F,70-74,Ribnik,219.0
2013,Number,Both sexes,70-74,Rogatica,601.0
2013,Number,M,70-74,Rogatica,263.0
2013,Number,F,70-74,Rogatica,338.0
2013,Number,Both sexes,70-74,Rudo,446.0
2013,Number,M,70-74,Rudo,198.0
2013,Number,F,70-74,Rudo,248.0
2013,Number,Both sexes,70-74,Sanski Most,1403.0
2013,Number,M,70-74,Sanski Most,604.0
2013,Number,F,70-74,Sanski Most,799.0
2013,Number,Both sexes,70-74,Sapna,278.0
2013,Number,M,70-74,Sapna,117.0
2013,Number,F,70-74,Sapna,161.0
2013,Number,Both sexes,70-74,Sokolac,546.0
2013,Number,M,70-74,Sokolac,249.0
2013,Number,F,70-74,Sokolac,297.0
2013,Number,Both sexes,70-74,Srbac,997.0
2013,Number,M,70-74,Srbac,459.0
2013,Number,F,70-74,Srbac,538.0
2013,Number,Both sexes,70-74,Srebrenica,472.0
2013,Number,M,70-74,Srebrenica,167.0
2013,Number,F,70-74,Srebrenica,305.0
2013,Number,Both sexes,70-74,Srebrenik,1259.0
2013,Number,M,70-74,Srebrenik,548.0
2013,Number,F,70-74,Srebrenik,711.0
2013,Number,Both sexes,70-74,Sarajevo - Stari Grad,1568.0
2013,Number,M,70-74,Sarajevo - Stari Grad,635.0
2013,Number,F,70-74,Sarajevo - Stari Grad,933.0
2013,Number,Both sexes,70-74,Stolac,578.0
2013,Number,M,70-74,Stolac,243.0
2013,Number,F,70-74,Stolac,335.0
